date,air_temp_c,humidity_pct,rainfall_mm,precipitation_probability,wind_kmh,soil_temp_c,soil_moisture_pct,latitude,longitude,timezone
2026-01-21 03:00:00,22.57,90.6,0.0,50.5,4.25,21.46,58.59,-6.932507,107.635992,Asia/Jakarta
2026-01-21 06:00:00,25.36,83.0,7.93,55.7,3.02,23.68,68.02,-6.932507,107.635992,Asia/Jakarta
2026-01-21 09:00:00,30.09,72.5,0.0,46.2,6.71,28.97,45.19,-6.932507,107.635992,Asia/Jakarta
2026-01-21 12:00:00,30.7,74.4,3.27,33.6,7.18,29.21,55.37,-6.932507,107.635992,Asia/Jakarta
2026-01-21 15:00:00,29.77,79.9,0.0,33.3,5.78,27.81,43.73,-6.932507,107.635992,Asia/Jakarta
2026-01-21 18:00:00,23.5,87.6,0.0,46.9,5.99,22.41,61.85,-6.932507,107.635992,Asia/Jakarta
2026-01-21 21:00:00,23.14,88.9,6.01,46.5,5.32,21.75,65.6,-6.932507,107.635992,Asia/Jakarta
2026-01-22 00:00:00,24.28,90.7,4.95,45.2,5.08,23.14,60.29,-6.932507,107.635992,Asia/Jakarta
2026-01-22 03:00:00,25.19,89.6,0.0,60.7,3.03,23.98,47.82,-6.932507,107.635992,Asia/Jakarta
2026-01-22 06:00:00,22.6,88.7,0.0,60.9,5.71,21.1,58.2,-6.932507,107.635992,Asia/Jakarta
2026-01-22 09:00:00,27.71,76.7,2.42,36.1,7.75,27.15,43.74,-6.932507,107.635992,Asia/Jakarta
2026-01-22 12:00:00,29.5,80.5,0.0,51.4,7.88,28.6,40.85,-6.932507,107.635992,Asia/Jakarta
2026-01-22 15:00:00,28.32,82.1,0.0,35.8,4.75,26.55,44.5,-6.932507,107.635992,Asia/Jakarta
2026-01-22 18:00:00,22.97,92.7,1.47,57.1,3.28,21.88,54.77,-6.932507,107.635992,Asia/Jakarta
2026-01-22 21:00:00,23.52,85.4,7.57,48.8,5.83,22.04,68.56,-6.932507,107.635992,Asia/Jakarta
2026-01-23 00:00:00,24.94,85.0,0.0,59.3,5.46,24.13,57.66,-6.932507,107.635992,Asia/Jakarta
2026-01-23 03:00:00,23.88,90.1,9.01,43.0,5.56,21.89,69.18,-6.932507,107.635992,Asia/Jakarta
2026-01-23 06:00:00,22.88,92.4,4.49,51.2,3.62,21.66,60.71,-6.932507,107.635992,Asia/Jakarta
2026-01-23 09:00:00,28.68,82.3,0.0,50.3,6.82,27.12,41.94,-6.932507,107.635992,Asia/Jakarta
2026-01-23 12:00:00,32.19,72.2,0.0,32.9,6.21,30.43,33.78,-6.932507,107.635992,Asia/Jakarta
2026-01-23 15:00:00,29.86,74.4,0.0,45.9,7.65,28.07,49.64,-6.932507,107.635992,Asia/Jakarta
2026-01-23 18:00:00,23.85,91.3,0.0,61.2,4.8,22.22,62.33,-6.932507,107.635992,Asia/Jakarta
2026-01-23 21:00:00,25.1,82.3,3.27,55.2,3.38,23.29,55.69,-6.932507,107.635992,Asia/Jakarta
2026-01-24 00:00:00,23.5,84.3,0.0,39.6,4.23,22.7,51.45,-6.932507,107.635992,Asia/Jakarta
2026-01-24 03:00:00,23.04,85.2,1.12,37.4,3.7,22.04,59.3,-6.932507,107.635992,Asia/Jakarta
2026-01-24 06:00:00,22.81,93.0,7.44,68.3,3.02,21.03,74.25,-6.932507,107.635992,Asia/Jakarta
2026-01-24 09:00:00,29.68,73.6,0.0,35.0,6.33,28.89,51.93,-6.932507,107.635992,Asia/Jakarta
2026-01-24 12:00:00,31.81,73.7,0.0,26.7,7.07,29.81,37.64,-6.932507,107.635992,Asia/Jakarta
2026-01-24 15:00:00,28.82,75.5,0.0,28.0,7.65,27.07,38.11,-6.932507,107.635992,Asia/Jakarta
2026-01-24 18:00:00,23.75,88.0,4.12,61.2,5.73,22.92,69.42,-6.932507,107.635992,Asia/Jakarta
2026-01-24 21:00:00,23.29,93.2,0.0,65.6,4.84,22.2,56.27,-6.932507,107.635992,Asia/Jakarta
2026-01-25 00:00:00,22.51,88.2,0.0,45.5,3.34,21.94,47.04,-6.932507,107.635992,Asia/Jakarta
2026-01-25 03:00:00,22.73,93.5,0.0,58.3,5.79,20.93,47.26,-6.932507,107.635992,Asia/Jakarta
2026-01-25 06:00:00,24.7,89.0,0.0,59.9,4.82,23.33,54.95,-6.932507,107.635992,Asia/Jakarta
2026-01-25 09:00:00,29.05,77.7,0.0,48.4,7.51,27.46,43.32,-6.932507,107.635992,Asia/Jakarta
2026-01-25 12:00:00,30.03,76.7,0.0,29.0,6.15,28.81,36.93,-6.932507,107.635992,Asia/Jakarta
2026-01-25 15:00:00,27.75,84.2,2.71,53.8,5.29,27.01,47.18,-6.932507,107.635992,Asia/Jakarta
2026-01-25 18:00:00,23.78,90.6,0.0,51.2,3.51,22.24,62.97,-6.932507,107.635992,Asia/Jakarta
2026-01-25 21:00:00,24.42,82.7,6.13,38.4,5.78,23.82,75.74,-6.932507,107.635992,Asia/Jakarta
2026-01-26 00:00:00,24.81,88.7,0.93,47.2,5.18,23.56,54.45,-6.932507,107.635992,Asia/Jakarta
2026-01-26 03:00:00,25.01,86.0,1.36,50.3,4.65,23.97,62.56,-6.932507,107.635992,Asia/Jakarta
2026-01-26 06:00:00,22.78,87.1,1.87,58.5,3.38,20.91,51.41,-6.932507,107.635992,Asia/Jakarta
2026-01-26 09:00:00,29.86,78.4,4.84,32.5,4.78,28.14,50.31,-6.932507,107.635992,Asia/Jakarta
2026-01-26 12:00:00,31.1,72.7,0.0,46.9,5.1,29.42,46.66,-6.932507,107.635992,Asia/Jakarta
2026-01-26 15:00:00,28.75,80.9,3.82,51.5,4.85,27.52,55.44,-6.932507,107.635992,Asia/Jakarta
2026-01-26 18:00:00,24.26,89.2,0.0,64.7,5.42,22.59,61.94,-6.932507,107.635992,Asia/Jakarta
2026-01-26 21:00:00,24.17,87.0,5.26,46.7,5.65,23.39,59.15,-6.932507,107.635992,Asia/Jakarta
2026-01-27 00:00:00,24.21,82.5,7.1,50.5,3.69,23.7,74.62,-6.932507,107.635992,Asia/Jakarta
2026-01-27 03:00:00,23.45,88.6,5.39,43.8,4.32,22.06,71.12,-6.932507,107.635992,Asia/Jakarta
2026-01-27 06:00:00,23.92,88.5,0.0,53.7,2.92,22.24,59.97,-6.932507,107.635992,Asia/Jakarta
2026-01-27 09:00:00,29.36,74.0,0.0,38.9,4.4,27.46,38.81,-6.932507,107.635992,Asia/Jakarta
2026-01-27 12:00:00,31.49,77.0,0.0,45.7,8.5,29.72,37.49,-6.932507,107.635992,Asia/Jakarta
2026-01-27 15:00:00,30.39,79.1,0.0,39.9,6.85,29.85,43.61,-6.932507,107.635992,Asia/Jakarta
2026-01-27 18:00:00,23.36,86.0,11.04,40.2,4.34,22.71,80.88,-6.932507,107.635992,Asia/Jakarta
2026-01-27 21:00:00,22.84,95.0,7.09,65.4,2.93,21.47,71.82,-6.932507,107.635992,Asia/Jakarta
2026-01-28 00:00:00,22.74,85.9,0.0,45.4,5.14,22.12,61.61,-6.932507,107.635992,Asia/Jakarta
2026-01-28 03:00:00,24.64,90.8,3.03,63.7,5.67,23.99,64.19,-6.932507,107.635992,Asia/Jakarta
2026-01-28 06:00:00,23.71,92.7,0.0,52.2,2.83,22.1,52.33,-6.932507,107.635992,Asia/Jakarta
2026-01-28 09:00:00,27.86,75.6,2.13,50.3,7.39,26.15,42.47,-6.932507,107.635992,Asia/Jakarta
2026-01-28 12:00:00,30.72,69.8,0.0,25.6,8.13,29.72,36.96,-6.932507,107.635992,Asia/Jakarta
2026-01-28 15:00:00,28.01,83.6,3.1,52.4,7.11,26.41,51.45,-6.932507,107.635992,Asia/Jakarta
2026-01-28 18:00:00,22.88,92.5,0.0,64.3,3.34,21.36,53.53,-6.932507,107.635992,Asia/Jakarta
2026-01-28 21:00:00,25.13,86.2,0.0,55.7,4.22,23.98,50.81,-6.932507,107.635992,Asia/Jakarta
2026-01-29 00:00:00,24.34,86.0,5.52,57.8,2.98,23.22,74.72,-6.932507,107.635992,Asia/Jakarta
2026-01-29 03:00:00,24.23,85.0,0.0,51.8,4.97,22.83,51.08,-6.932507,107.635992,Asia/Jakarta
2026-01-29 06:00:00,22.5,87.1,0.0,53.3,4.92,20.78,56.23,-6.932507,107.635992,Asia/Jakarta
2026-01-29 09:00:00,29.19,81.6,0.0,39.5,5.08,28.62,41.1,-6.932507,107.635992,Asia/Jakarta
2026-01-29 12:00:00,29.72,74.7,2.33,49.9,5.39,28.9,38.17,-6.932507,107.635992,Asia/Jakarta
2026-01-29 15:00:00,27.78,81.8,5.63,43.7,5.83,26.31,51.84,-6.932507,107.635992,Asia/Jakarta
2026-01-29 18:00:00,22.87,88.9,5.19,64.3,4.32,21.38,62.82,-6.932507,107.635992,Asia/Jakarta
2026-01-29 21:00:00,25.07,82.0,1.45,43.3,4.83,24.21,65.34,-6.932507,107.635992,Asia/Jakarta
2026-01-30 00:00:00,23.97,85.6,7.0,38.8,4.12,22.13,63.38,-6.932507,107.635992,Asia/Jakarta
2026-01-30 03:00:00,22.68,90.2,4.37,49.1,5.58,21.76,58.87,-6.932507,107.635992,Asia/Jakarta
2026-01-30 06:00:00,23.78,83.4,10.69,54.3,4.55,22.31,76.08,-6.932507,107.635992,Asia/Jakarta
2026-01-30 09:00:00,28.8,79.6,0.0,38.2,5.63,27.97,39.67,-6.932507,107.635992,Asia/Jakarta
2026-01-30 12:00:00,32.21,65.7,0.0,23.3,5.77,30.95,48.18,-6.932507,107.635992,Asia/Jakarta
2026-01-30 15:00:00,30.25,70.8,0.0,40.1,6.68,28.76,41.45,-6.932507,107.635992,Asia/Jakarta
2026-01-30 18:00:00,24.9,88.4,0.0,40.9,5.6,23.97,50.86,-6.932507,107.635992,Asia/Jakarta
2026-01-30 21:00:00,24.93,88.4,3.28,56.5,4.65,23.63,67.0,-6.932507,107.635992,Asia/Jakarta
2026-01-31 00:00:00,23.05,89.8,2.61,54.4,2.57,21.39,65.04,-6.932507,107.635992,Asia/Jakarta
2026-01-31 03:00:00,23.76,86.7,1.29,50.3,5.06,22.62,61.37,-6.932507,107.635992,Asia/Jakarta
2026-01-31 06:00:00,24.59,84.3,1.27,41.1,5.45,23.24,59.42,-6.932507,107.635992,Asia/Jakarta
2026-01-31 09:00:00,27.74,79.7,6.44,36.4,4.43,26.53,56.65,-6.932507,107.635992,Asia/Jakarta
2026-01-31 12:00:00,30.22,73.1,0.0,30.5,5.06,28.88,34.22,-6.932507,107.635992,Asia/Jakarta
2026-01-31 15:00:00,27.86,78.8,0.0,31.9,6.14,27.21,48.92,-6.932507,107.635992,Asia/Jakarta
2026-01-31 18:00:00,25.47,85.2,9.99,54.4,3.25,24.91,74.91,-6.932507,107.635992,Asia/Jakarta
2026-01-31 21:00:00,22.54,91.8,3.07,46.6,4.56,21.72,60.95,-6.932507,107.635992,Asia/Jakarta
2026-02-01 00:00:00,23.52,86.2,0.0,41.0,5.27,22.08,55.59,-6.932507,107.635992,Asia/Jakarta
2026-02-01 03:00:00,24.78,81.6,0.0,50.1,4.8,24.27,58.13,-6.932507,107.635992,Asia/Jakarta
2026-02-01 06:00:00,25.03,88.8,2.92,46.0,3.66,23.65,54.84,-6.932507,107.635992,Asia/Jakarta
2026-02-01 09:00:00,30.22,72.5,0.0,34.8,5.52,28.68,44.34,-6.932507,107.635992,Asia/Jakarta
2026-02-01 12:00:00,29.58,72.1,3.52,39.1,5.96,28.85,43.5,-6.932507,107.635992,Asia/Jakarta
2026-02-01 15:00:00,29.66,78.2,7.32,34.9,4.73,28.17,60.58,-6.932507,107.635992,Asia/Jakarta
2026-02-01 18:00:00,23.18,85.9,0.0,40.7,3.21,21.36,57.03,-6.932507,107.635992,Asia/Jakarta
2026-02-01 21:00:00,23.4,90.9,1.47,46.6,5.65,22.89,57.81,-6.932507,107.635992,Asia/Jakarta
2026-02-02 00:00:00,23.62,88.9,0.0,57.3,2.88,22.81,59.23,-6.932507,107.635992,Asia/Jakarta
2026-02-02 03:00:00,22.96,86.1,0.0,43.6,3.43,21.63,55.32,-6.932507,107.635992,Asia/Jakarta
2026-02-02 06:00:00,24.53,91.2,0.0,65.6,5.71,22.7,62.75,-6.932507,107.635992,Asia/Jakarta
2026-02-02 09:00:00,27.92,84.5,0.0,49.3,7.61,26.51,43.9,-6.932507,107.635992,Asia/Jakarta
2026-02-02 12:00:00,31.88,69.0,3.99,27.3,7.57,31.35,54.13,-6.932507,107.635992,Asia/Jakarta
2026-02-02 15:00:00,28.67,76.8,0.0,41.6,7.33,27.13,38.95,-6.932507,107.635992,Asia/Jakarta
2026-02-02 18:00:00,25.2,82.6,0.0,51.4,2.9,23.34,54.67,-6.932507,107.635992,Asia/Jakarta
2026-02-02 21:00:00,24.24,89.7,0.0,44.9,4.39,23.55,50.71,-6.932507,107.635992,Asia/Jakarta
2026-02-03 00:00:00,25.22,85.3,0.0,51.9,3.35,24.22,55.84,-6.932507,107.635992,Asia/Jakarta
2026-02-03 03:00:00,24.11,85.2,6.54,45.1,3.12,22.34,68.23,-6.932507,107.635992,Asia/Jakarta
2026-02-03 06:00:00,23.12,92.7,0.0,50.0,4.31,22.51,57.0,-6.932507,107.635992,Asia/Jakarta
2026-02-03 09:00:00,29.61,76.5,4.8,46.2,4.84,27.84,52.08,-6.932507,107.635992,Asia/Jakarta
2026-02-03 12:00:00,29.59,78.7,0.0,49.4,7.42,28.01,46.81,-6.932507,107.635992,Asia/Jakarta
2026-02-03 15:00:00,27.7,76.7,0.0,46.5,4.55,26.48,48.11,-6.932507,107.635992,Asia/Jakarta
2026-02-03 18:00:00,24.92,85.3,0.0,58.7,2.7,22.96,57.09,-6.932507,107.635992,Asia/Jakarta
2026-02-03 21:00:00,22.58,87.3,0.09,47.8,2.9,21.11,61.83,-6.932507,107.635992,Asia/Jakarta
2026-02-04 00:00:00,24.76,83.8,0.0,37.9,4.6,23.54,56.22,-6.932507,107.635992,Asia/Jakarta
2026-02-04 03:00:00,23.97,92.0,5.41,45.8,5.17,22.29,66.92,-6.932507,107.635992,Asia/Jakarta
2026-02-04 06:00:00,23.44,88.7,4.84,52.8,2.65,21.95,58.43,-6.932507,107.635992,Asia/Jakarta
2026-02-04 09:00:00,30.11,73.8,8.29,41.0,6.8,29.38,59.74,-6.932507,107.635992,Asia/Jakarta
2026-02-04 12:00:00,30.63,70.1,0.0,32.0,6.79,29.58,48.85,-6.932507,107.635992,Asia/Jakarta
2026-02-04 15:00:00,27.6,78.3,0.0,34.4,6.82,27.04,45.94,-6.932507,107.635992,Asia/Jakarta
2026-02-04 18:00:00,23.91,87.1,0.0,44.8,4.65,22.88,54.36,-6.932507,107.635992,Asia/Jakarta
2026-02-04 21:00:00,25.5,87.4,0.0,58.1,5.5,24.81,55.41,-6.932507,107.635992,Asia/Jakarta
2026-02-05 00:00:00,22.68,93.6,0.0,67.9,3.38,20.85,55.46,-6.932507,107.635992,Asia/Jakarta
2026-02-05 03:00:00,25.25,87.6,0.0,45.8,5.87,23.92,57.3,-6.932507,107.635992,Asia/Jakarta
2026-02-05 06:00:00,23.92,91.8,9.47,49.7,5.01,22.45,70.84,-6.932507,107.635992,Asia/Jakarta
2026-02-05 09:00:00,28.65,75.5,8.01,43.6,5.67,27.06,65.57,-6.932507,107.635992,Asia/Jakarta
2026-02-05 12:00:00,31.07,74.4,3.53,42.4,6.04,29.25,41.1,-6.932507,107.635992,Asia/Jakarta
2026-02-05 15:00:00,29.72,72.1,0.0,41.4,5.78,27.78,38.77,-6.932507,107.635992,Asia/Jakarta
2026-02-05 18:00:00,23.26,89.0,0.67,42.0,5.81,22.52,58.58,-6.932507,107.635992,Asia/Jakarta
2026-02-05 21:00:00,25.34,83.7,0.0,42.7,3.15,23.76,59.62,-6.932507,107.635992,Asia/Jakarta
2026-02-06 00:00:00,23.61,89.1,2.9,45.5,5.53,22.1,65.05,-6.932507,107.635992,Asia/Jakarta
2026-02-06 03:00:00,23.91,86.1,0.0,57.1,4.3,22.61,62.36,-6.932507,107.635992,Asia/Jakarta
2026-02-06 06:00:00,25.25,80.4,3.45,37.8,3.35,23.97,65.75,-6.932507,107.635992,Asia/Jakarta
2026-02-06 09:00:00,29.94,73.1,9.9,42.5,6.4,28.43,70.04,-6.932507,107.635992,Asia/Jakarta
2026-02-06 12:00:00,30.52,72.0,0.0,39.3,6.02,29.7,36.27,-6.932507,107.635992,Asia/Jakarta
2026-02-06 15:00:00,30.36,77.7,0.0,34.3,6.32,29.68,51.24,-6.932507,107.635992,Asia/Jakarta
2026-02-06 18:00:00,24.69,89.4,1.76,60.8,4.99,23.49,58.15,-6.932507,107.635992,Asia/Jakarta
2026-02-06 21:00:00,25.14,81.7,0.0,34.8,3.34,23.62,48.46,-6.932507,107.635992,Asia/Jakarta
2026-02-07 00:00:00,23.98,84.2,0.0,51.7,2.64,23.43,53.51,-6.932507,107.635992,Asia/Jakarta
2026-02-07 03:00:00,22.73,86.3,0.0,56.3,4.24,20.74,62.39,-6.932507,107.635992,Asia/Jakarta
2026-02-07 06:00:00,22.79,95.0,0.0,67.6,5.02,22.27,55.39,-6.932507,107.635992,Asia/Jakarta
2026-02-07 09:00:00,30.18,71.9,0.0,24.5,6.32,29.06,42.45,-6.932507,107.635992,Asia/Jakarta
2026-02-07 12:00:00,31.15,76.2,0.95,40.7,7.41,29.69,40.43,-6.932507,107.635992,Asia/Jakarta
2026-02-07 15:00:00,28.94,79.7,0.0,51.5,7.63,27.07,51.63,-6.932507,107.635992,Asia/Jakarta
2026-02-07 18:00:00,25.15,87.2,0.0,48.6,3.71,24.53,61.17,-6.932507,107.635992,Asia/Jakarta
2026-02-07 21:00:00,24.31,90.2,0.0,63.1,4.51,23.37,48.74,-6.932507,107.635992,Asia/Jakarta
2026-02-08 00:00:00,23.19,89.8,2.34,50.0,2.99,22.4,68.1,-6.932507,107.635992,Asia/Jakarta
2026-02-08 03:00:00,24.94,82.4,0.0,39.6,3.02,24.03,50.84,-6.932507,107.635992,Asia/Jakarta
2026-02-08 06:00:00,23.51,84.6,1.85,42.7,5.11,22.82,62.76,-6.932507,107.635992,Asia/Jakarta
2026-02-08 09:00:00,29.06,81.6,0.0,34.6,4.34,28.2,49.77,-6.932507,107.635992,Asia/Jakarta
2026-02-08 12:00:00,32.31,69.6,0.0,44.8,6.82,30.69,34.54,-6.932507,107.635992,Asia/Jakarta
2026-02-08 15:00:00,28.73,81.3,0.0,55.9,7.33,26.9,37.99,-6.932507,107.635992,Asia/Jakarta
2026-02-08 18:00:00,23.58,87.7,0.0,54.2,5.17,22.06,53.18,-6.932507,107.635992,Asia/Jakarta
2026-02-08 21:00:00,22.72,94.9,0.0,52.0,5.19,21.71,51.06,-6.932507,107.635992,Asia/Jakarta
2026-02-09 00:00:00,22.66,89.9,0.86,55.1,2.88,21.43,58.91,-6.932507,107.635992,Asia/Jakarta
2026-02-09 03:00:00,24.79,87.6,3.12,43.0,4.34,23.16,58.08,-6.932507,107.635992,Asia/Jakarta
2026-02-09 06:00:00,22.62,88.1,3.55,61.6,4.35,21.83,61.97,-6.932507,107.635992,Asia/Jakarta
2026-02-09 09:00:00,28.35,78.4,0.0,46.5,7.4,27.78,39.28,-6.932507,107.635992,Asia/Jakarta
2026-02-09 12:00:00,30.2,73.5,0.81,42.9,7.33,28.66,42.01,-6.932507,107.635992,Asia/Jakarta
2026-02-09 15:00:00,29.27,72.2,0.0,33.1,6.74,28.34,49.95,-6.932507,107.635992,Asia/Jakarta
2026-02-09 18:00:00,23.05,85.0,0.0,60.9,4.54,21.41,49.65,-6.932507,107.635992,Asia/Jakarta
2026-02-09 21:00:00,24.62,87.7,0.0,54.8,4.5,22.95,53.01,-6.932507,107.635992,Asia/Jakarta
2026-02-10 00:00:00,23.39,89.6,0.0,56.1,5.05,21.42,57.85,-6.932507,107.635992,Asia/Jakarta
2026-02-10 03:00:00,23.87,92.0,0.0,51.1,3.78,21.94,53.15,-6.932507,107.635992,Asia/Jakarta
2026-02-10 06:00:00,23.24,87.7,2.6,42.2,4.25,21.82,57.67,-6.932507,107.635992,Asia/Jakarta
2026-02-10 09:00:00,30.37,71.4,1.74,27.6,4.92,28.65,53.41,-6.932507,107.635992,Asia/Jakarta
2026-02-10 12:00:00,30.38,70.8,3.64,46.1,6.96,29.27,56.01,-6.932507,107.635992,Asia/Jakarta
2026-02-10 15:00:00,29.55,81.0,3.91,44.4,4.68,27.59,57.92,-6.932507,107.635992,Asia/Jakarta
2026-02-10 18:00:00,22.59,90.2,1.74,60.2,5.8,21.31,62.42,-6.932507,107.635992,Asia/Jakarta
2026-02-10 21:00:00,23.16,91.3,6.95,57.7,3.35,22.45,77.49,-6.932507,107.635992,Asia/Jakarta
2026-02-11 00:00:00,25.19,87.9,0.0,59.9,5.4,23.25,61.36,-6.932507,107.635992,Asia/Jakarta
2026-02-11 03:00:00,25.16,81.5,0.0,37.0,4.64,23.84,52.46,-6.932507,107.635992,Asia/Jakarta
2026-02-11 06:00:00,25.05,82.1,3.39,48.2,4.87,24.15,61.4,-6.932507,107.635992,Asia/Jakarta
2026-02-11 09:00:00,29.8,74.4,0.0,35.5,4.52,29.28,50.37,-6.932507,107.635992,Asia/Jakarta
2026-02-11 12:00:00,30.95,72.5,0.0,40.6,5.51,29.65,36.04,-6.932507,107.635992,Asia/Jakarta
2026-02-11 15:00:00,29.16,81.8,1.82,51.8,4.94,27.85,45.38,-6.932507,107.635992,Asia/Jakarta
2026-02-11 18:00:00,23.22,92.4,0.75,51.9,4.69,22.68,49.3,-6.932507,107.635992,Asia/Jakarta
2026-02-11 21:00:00,25.38,84.7,4.07,42.1,5.48,24.29,62.9,-6.932507,107.635992,Asia/Jakarta
2026-02-12 00:00:00,25.16,81.0,0.0,34.3,5.17,24.54,55.06,-6.932507,107.635992,Asia/Jakarta
2026-02-12 03:00:00,24.5,89.9,0.0,49.9,5.49,23.91,47.77,-6.932507,107.635992,Asia/Jakarta
2026-02-12 06:00:00,24.08,88.7,4.83,47.4,4.62,23.1,71.35,-6.932507,107.635992,Asia/Jakarta
2026-02-12 09:00:00,28.81,80.4,2.24,53.1,7.32,27.35,57.22,-6.932507,107.635992,Asia/Jakarta
2026-02-12 12:00:00,31.38,67.8,0.0,28.6,5.95,30.22,47.33,-6.932507,107.635992,Asia/Jakarta
2026-02-12 15:00:00,29.25,75.7,0.0,29.1,7.37,27.6,48.72,-6.932507,107.635992,Asia/Jakarta
2026-02-12 18:00:00,23.73,84.7,3.73,39.9,5.3,22.5,67.14,-6.932507,107.635992,Asia/Jakarta
2026-02-12 21:00:00,24.38,86.8,9.47,48.0,3.06,22.97,79.02,-6.932507,107.635992,Asia/Jakarta
2026-02-13 00:00:00,24.81,83.7,0.0,45.3,4.37,24.01,48.07,-6.932507,107.635992,Asia/Jakarta
2026-02-13 03:00:00,23.11,87.0,0.0,61.5,3.6,22.35,58.44,-6.932507,107.635992,Asia/Jakarta
2026-02-13 06:00:00,23.53,93.4,0.0,48.0,2.78,21.76,47.17,-6.932507,107.635992,Asia/Jakarta
2026-02-13 09:00:00,30.15,71.5,0.0,26.0,4.27,28.52,38.9,-6.932507,107.635992,Asia/Jakarta
2026-02-13 12:00:00,30.21,74.9,6.23,43.0,6.74,29.2,55.88,-6.932507,107.635992,Asia/Jakarta
2026-02-13 15:00:00,27.81,77.0,0.0,30.8,5.31,27.24,41.33,-6.932507,107.635992,Asia/Jakarta
2026-02-13 18:00:00,25.38,88.5,0.29,48.3,3.88,23.42,55.8,-6.932507,107.635992,Asia/Jakarta
2026-02-13 21:00:00,22.78,88.1,1.8,64.0,3.22,22.13,54.96,-6.932507,107.635992,Asia/Jakarta
2026-02-14 00:00:00,23.91,84.1,0.0,39.5,5.27,23.16,57.68,-6.932507,107.635992,Asia/Jakarta
2026-02-14 03:00:00,23.06,84.9,3.01,40.8,4.22,21.76,66.75,-6.932507,107.635992,Asia/Jakarta
2026-02-14 06:00:00,23.05,91.1,0.0,49.3,3.97,22.04,56.16,-6.932507,107.635992,Asia/Jakarta
2026-02-14 09:00:00,29.94,78.2,3.54,46.7,6.92,29.09,58.75,-6.932507,107.635992,Asia/Jakarta
2026-02-14 12:00:00,31.97,68.5,0.0,23.3,6.9,30.85,48.93,-6.932507,107.635992,Asia/Jakarta
2026-02-14 15:00:00,28.47,79.1,0.0,41.9,5.99,27.15,48.35,-6.932507,107.635992,Asia/Jakarta
2026-02-14 18:00:00,24.41,86.0,3.79,60.2,4.17,22.62,56.32,-6.932507,107.635992,Asia/Jakarta
2026-02-14 21:00:00,23.99,91.8,0.0,56.3,5.51,22.34,47.25,-6.932507,107.635992,Asia/Jakarta
2026-01-01 00:00:00,23.63,85.0,4.61,52.8,3.28,22.12,62.73,-6.929808,107.601882,Asia/Jakarta
2026-01-01 03:00:00,22.76,89.3,3.09,62.3,5.22,21.59,62.42,-6.929808,107.601882,Asia/Jakarta
2026-01-01 06:00:00,22.81,87.9,0.0,53.6,4.33,22.05,59.32,-6.929808,107.601882,Asia/Jakarta
2026-01-01 09:00:00,30.39,70.8,0.0,36.4,6.91,29.06,52.38,-6.929808,107.601882,Asia/Jakarta
2026-01-01 12:00:00,31.1,74.7,0.0,32.3,6.9,29.3,45.53,-6.929808,107.601882,Asia/Jakarta
2026-01-01 15:00:00,30.31,70.8,0.0,44.9,7.06,28.77,52.32,-6.929808,107.601882,Asia/Jakarta
2026-01-01 18:00:00,23.19,92.9,0.0,55.3,5.01,21.24,51.01,-6.929808,107.601882,Asia/Jakarta
2026-01-01 21:00:00,24.45,84.8,0.0,51.4,4.63,23.85,55.86,-6.929808,107.601882,Asia/Jakarta
2026-01-02 00:00:00,22.75,88.9,3.38,55.9,5.87,22.2,66.45,-6.929808,107.601882,Asia/Jakarta
2026-01-02 03:00:00,24.46,82.7,6.45,56.9,4.4,23.25,68.35,-6.929808,107.601882,Asia/Jakarta
2026-01-02 06:00:00,24.12,92.3,0.0,48.8,4.08,23.5,53.09,-6.929808,107.601882,Asia/Jakarta
2026-01-02 09:00:00,29.29,78.9,4.13,46.8,6.4,27.98,54.07,-6.929808,107.601882,Asia/Jakarta
2026-01-02 12:00:00,32.07,71.6,0.0,34.1,7.96,31.38,46.39,-6.929808,107.601882,Asia/Jakarta
2026-01-02 15:00:00,29.0,74.3,1.17,50.1,6.52,27.71,44.77,-6.929808,107.601882,Asia/Jakarta
2026-01-02 18:00:00,23.7,85.3,3.62,52.3,2.68,23.15,59.27,-6.929808,107.601882,Asia/Jakarta
2026-01-02 21:00:00,25.18,83.9,3.01,59.8,4.67,23.83,64.59,-6.929808,107.601882,Asia/Jakarta
2026-01-03 00:00:00,22.59,87.0,0.0,45.7,5.22,21.53,52.48,-6.929808,107.601882,Asia/Jakarta
2026-01-03 03:00:00,23.25,93.7,0.0,55.1,3.19,21.53,52.65,-6.929808,107.601882,Asia/Jakarta
2026-01-03 06:00:00,23.38,90.5,0.45,57.7,4.36,22.48,57.21,-6.929808,107.601882,Asia/Jakarta
2026-01-03 09:00:00,28.62,81.8,3.76,54.5,7.63,26.72,60.15,-6.929808,107.601882,Asia/Jakarta
2026-01-03 12:00:00,30.52,70.8,0.0,24.7,6.15,29.51,41.53,-6.929808,107.601882,Asia/Jakarta
2026-01-03 15:00:00,30.42,74.2,1.32,48.1,4.85,29.31,49.21,-6.929808,107.601882,Asia/Jakarta
2026-01-03 18:00:00,24.27,90.9,0.0,48.3,5.24,23.43,52.92,-6.929808,107.601882,Asia/Jakarta
2026-01-03 21:00:00,25.47,84.7,6.52,50.2,3.78,24.24,76.57,-6.929808,107.601882,Asia/Jakarta
2026-01-04 00:00:00,23.29,88.2,4.56,60.6,4.63,21.63,69.13,-6.929808,107.601882,Asia/Jakarta
