scientific_name,common_name,url,categories,category_count,edibility_rating,medicinal_rating,source
Ampelopsis humulifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Ampelopsis+humulifolia,Fruit; Leaves,2,2,0,PFAF
Amphicarpaea bracteata,"Hog Peanut, American hogpeanut",https://pfaf.org/user/Plant.aspx?LatinName=Amphicarpaea+bracteata,Root; Seed,2,5,1,PFAF
Amphicarpaea edgeworthii,,https://pfaf.org/user/Plant.aspx?LatinName=Amphicarpaea+edgeworthii,Seed; Seedpod,2,4,0,PFAF
Amphicarpaea pitcheri,Hog Peanut,https://pfaf.org/user/Plant.aspx?LatinName=Amphicarpaea+pitcheri,Root; Seed,2,5,0,PFAF
Amsinckia lycopsoides,Tarweed Fiddleneck,https://pfaf.org/user/Plant.aspx?LatinName=Amsinckia+lycopsoides,Leaves; Seed; Shoots,3,1,0,PFAF
Amsinckia tesselata,Bristly Fiddleneck,https://pfaf.org/user/Plant.aspx?LatinName=Amsinckia+tesselata,Leaves; Seed,2,1,0,PFAF
Anacamptis pyramidalis,Pyramidal Orchid,https://pfaf.org/user/Plant.aspx?LatinName=Anacamptis+pyramidalis,Drink; Root,2,2,1,PFAF
Anacardium occidentale,"Cashew, Caju",https://pfaf.org/user/Plant.aspx?LatinName=Anacardium+occidentale,Gum; Oil; Shoots,3,5,3,PFAF
Anagallis arvensis,Scarlet Pimpernel,https://pfaf.org/user/Plant.aspx?LatinName=Anagallis+arvensis,Leaves; Shoots,2,2,2,PFAF
Ananas comosus,Pineapple,https://pfaf.org/user/Plant.aspx?LatinName=Ananas+comosus,Shoots; Stem,2,5,2,PFAF
Anaphalis margaritacea,"Pearly Everlasting, Western pearly everlasting",https://pfaf.org/user/Plant.aspx?LatinName=Anaphalis+margaritacea,Leaves,1,1,2,PFAF
Anchusa azurea,"Anchusa, Italian bugloss",https://pfaf.org/user/Plant.aspx?LatinName=Anchusa+azurea,Flowers; Leaves; Shoots,3,2,1,PFAF
Anchusa officinalis,"Alkanet, Common bugloss",https://pfaf.org/user/Plant.aspx?LatinName=Anchusa+officinalis,Colouring; Flowers; Leaves; Shoots,4,2,1,PFAF
Andromeda glaucophylla,Bog Rosemary,https://pfaf.org/user/Plant.aspx?LatinName=Andromeda+glaucophylla,Shoots; Tea,2,2,0,PFAF
Andromeda polifolia,"Marsh Andromeda, Bog rosemary",https://pfaf.org/user/Plant.aspx?LatinName=Andromeda+polifolia,Shoots; Tea,2,2,1,PFAF
Androstephium caeruleum,Blue Funnel Lily,https://pfaf.org/user/Plant.aspx?LatinName=Androstephium+caeruleum,Root,1,1,0,PFAF
Anemone flaccida,,https://pfaf.org/user/Plant.aspx?LatinName=Anemone+flaccida,Leaves,1,1,0,PFAF
Anemone narcissiflora,"Narcissus-Flowered Anemone, Narcissus anemone",https://pfaf.org/user/Plant.aspx?LatinName=Anemone+narcissiflora,Leaves; Root,2,1,0,PFAF
Anemone nikoensis,,https://pfaf.org/user/Plant.aspx?LatinName=Anemone+nikoensis,Leaves,1,1,0,PFAF
Anemone rivularis,Cao Yu Mei,https://pfaf.org/user/Plant.aspx?LatinName=Anemone+rivularis,Seed,1,1,2,PFAF
Anemone stolonifera,,https://pfaf.org/user/Plant.aspx?LatinName=Anemone+stolonifera,Leaves,1,1,0,PFAF
Anemonella thalictroides,Rue-Anemone,https://pfaf.org/user/Plant.aspx?LatinName=Anemonella+thalictroides,Root,1,2,1,PFAF
Anemopsis californica,Yerba Mansa,https://pfaf.org/user/Plant.aspx?LatinName=Anemopsis+californica,Root,1,3,2,PFAF
Anethum graveolens,Dill,https://pfaf.org/user/Plant.aspx?LatinName=Anethum+graveolens,Condiment; Leaves; Seed; Tea,4,4,3,PFAF
Angelica acutiloba,Dong Dang Gui,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+acutiloba,Leaves,1,2,1,PFAF
Angelica archangelica,"Angelica, Norwegian angelica",https://pfaf.org/user/Plant.aspx?LatinName=Angelica+archangelica,Condiment; Leaves; Root; Seed; Shoots; Stem,6,3,3,PFAF
Angelica atropurpurea,Purplestem Angelica,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+atropurpurea,Leaves; Root; Shoots; Stem,4,2,2,PFAF
Angelica crucifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+crucifolia,Leaves,1,2,0,PFAF
Angelica dahurica,Bai Zhi,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+dahurica,Leaves,1,2,3,PFAF
Angelica decursiva,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+decursiva,Leaves; Shoots,2,2,2,PFAF
Angelica edulis,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+edulis,Leaves; Shoots,2,2,0,PFAF
Angelica genuflexa,Kneeling Angelica,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+genuflexa,Condiment; Leaves; Stem,3,2,1,PFAF
Angelica gigas,"Giant Angelica, Purple Parsnip, Korean Angelica",https://pfaf.org/user/Plant.aspx?LatinName=Angelica+gigas,Leaves,1,2,2,PFAF
Angelica glauca,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+glauca,Condiment,1,2,1,PFAF
Angelica japonica,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+japonica,Condiment; Leaves,2,3,0,PFAF
Angelica keiskei,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+keiskei,Leaves; Root; Stem,3,2,0,PFAF
Angelica koreana,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+koreana,Leaves,1,2,0,PFAF
Angelica megaphylla,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+megaphylla,Leaves,1,2,0,PFAF
Angelica montana,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+montana,Leaves; Seed,2,2,0,PFAF
Angelica polymorpha,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+polymorpha,Leaves,1,2,2,PFAF
Angelica pubescens,Du Huo,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+pubescens,Leaves,1,2,3,PFAF
Angelica sylvestris,"Wild Angelica,Woodland angelica",https://pfaf.org/user/Plant.aspx?LatinName=Angelica+sylvestris,Condiment; Leaves; Root; Seed; Shoots,5,3,2,PFAF
Angelica ursina,,https://pfaf.org/user/Plant.aspx?LatinName=Angelica+ursina,Leaves; Shoots,2,2,0,PFAF
Angophora cordifolia,Smooth-Barked Apple,https://pfaf.org/user/Plant.aspx?LatinName=Angophora+cordifolia,Gum,1,0,1,PFAF
Angophora floribunda,Rough-Barked Apple,https://pfaf.org/user/Plant.aspx?LatinName=Angophora+floribunda,Gum,1,0,0,PFAF
Aniba rosaeodora,"Brazilian Rosewood, Rosewood-oil tree",https://pfaf.org/user/Plant.aspx?LatinName=Aniba+rosaeodora,Oil,1,2,3,PFAF
Annona muricata,Sour Sop,https://pfaf.org/user/Plant.aspx?LatinName=Annona+muricata,Shoots,1,4,3,PFAF
Anogeissus leiocarpa,African Birch,https://pfaf.org/user/Plant.aspx?LatinName=Anogeissus+leiocarpa,Gum; Inner bark,2,2,4,PFAF
Anredera cordifolia,"Madeira Vine, Heartleaf madeiravine",https://pfaf.org/user/Plant.aspx?LatinName=Anredera+cordifolia,Leaves; Root,2,2,0,PFAF
Anthemis cotula,"Mayweed, Stinking chamomile",https://pfaf.org/user/Plant.aspx?LatinName=Anthemis+cotula,Leaves; Tea,2,1,2,PFAF
Anthoxanthum odoratum,Sweet Vernal Grass,https://pfaf.org/user/Plant.aspx?LatinName=Anthoxanthum+odoratum,Seed; Tea,2,2,2,PFAF
Anthriscus cerefolium,"Chervil, Garden chervil",https://pfaf.org/user/Plant.aspx?LatinName=Anthriscus+cerefolium,Condiment; Leaves; Root,3,3,2,PFAF
Anthriscus sylvestris,"Cow Parsley, Wild chervil",https://pfaf.org/user/Plant.aspx?LatinName=Anthriscus+sylvestris,Leaves; Root,2,2,1,PFAF
Anthyllis vulneraria,Kidney Vetch,https://pfaf.org/user/Plant.aspx?LatinName=Anthyllis+vulneraria,Tea,1,1,2,PFAF
Antirrhinum majus,"Snapdragon, Garden snapdragon",https://pfaf.org/user/Plant.aspx?LatinName=Antirrhinum+majus,Oil,1,1,1,PFAF
Aphananthe aspera,,https://pfaf.org/user/Plant.aspx?LatinName=Aphananthe+aspera,Fruit,1,1,0,PFAF
Aphanes arvensis,"Parsley Piert, Field parsley piert",https://pfaf.org/user/Plant.aspx?LatinName=Aphanes+arvensis,Leaves,1,2,3,PFAF
Apios americana,Ground Nut,https://pfaf.org/user/Plant.aspx?LatinName=Apios+americana,Root; Seed; Seedpod,3,5,1,PFAF
Apios fortunei,"Hodo, Hodoimo",https://pfaf.org/user/Plant.aspx?LatinName=Apios+fortunei,Root,1,5,1,PFAF
Apios priceana,Traveler's delight,https://pfaf.org/user/Plant.aspx?LatinName=Apios+priceana,Root,1,5,0,PFAF
Apium australe,,https://pfaf.org/user/Plant.aspx?LatinName=Apium+australe,Leaves; Root; Seed,3,3,0,PFAF
Apium filiforme,,https://pfaf.org/user/Plant.aspx?LatinName=Apium+filiforme,Leaves; Seed,2,3,0,PFAF
Apium graveolens,"Wild Celery. Ajmod, Ajwain-ka-patta (Indian)",https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens,Condiment; Leaves; Root; Seed,4,3,3,PFAF
Apium graveolens dulce,Celery,https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens+dulce,Condiment; Leaves; Root; Seed,4,4,2,PFAF
Apium graveolens rapaceum,Celeriac,https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens+rapaceum,Condiment; Leaves; Root; Seed,4,4,2,PFAF
Apium graveolens secalinum,Leaf Celery,https://pfaf.org/user/Plant.aspx?LatinName=Apium+graveolens+secalinum,Leaves; Seed,2,4,2,PFAF
Apium prostratum,"Sea Celery, Prostrate marshwort",https://pfaf.org/user/Plant.aspx?LatinName=Apium+prostratum,Leaves; Root; Seed,3,3,0,PFAF
Apocynum cannabinum,Indian Hemp,https://pfaf.org/user/Plant.aspx?LatinName=Apocynum+cannabinum,Gum; Seed,2,2,2,PFAF
Aponogeton distachyos,"Water Hawthorn, Cape pondweed, Vleikos",https://pfaf.org/user/Plant.aspx?LatinName=Aponogeton+distachyos,Flowers; Root; Shoots; Stem,4,2,0,PFAF
Aquilaria malaccensis,"Agar Wood, Eaglewood, Indian Aloewood, Aloeswood",https://pfaf.org/user/Plant.aspx?LatinName=Aquilaria+malaccensis,Condiment; Inner bark,2,1,3,PFAF
Aquilegia brevistyla,Smallflower columbine,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+brevistyla,Flowers,1,2,1,PFAF
Aquilegia buergeriana,,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+buergeriana,Flowers; Leaves,2,2,0,PFAF
Aquilegia canadensis,"Wild Columbine, Red columbine, Meeting Houses, Common Columbine",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+canadensis,Flowers; Root,2,2,2,PFAF
Aquilegia coerulea,Rocky Mountain Columbine,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+coerulea,Flowers,1,2,1,PFAF
Aquilegia flabellata,"Fan Columbine, Dwarf Columbine",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+flabellata,Flowers; Leaves; Tea,3,2,0,PFAF
Aquilegia flavescens,"Columbine, Yellow columbine",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+flavescens,Flowers,1,2,1,PFAF
Aquilegia formosa,Western Columbine,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+formosa,Flowers; Leaves; Root,3,2,2,PFAF
Aquilegia formosa truncata,Columbine,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+formosa+truncata,Flowers,1,2,2,PFAF
Aquilegia jonesii,"Columbine, Jones' columbine, Blue limestone columbine",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+jonesii,Flowers,1,2,1,PFAF
Aquilegia karelinii,,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+karelinii,Flowers,1,2,0,PFAF
Aquilegia pubescens,"Columbine, Sierra columbine",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+pubescens,Flowers,1,2,1,PFAF
Aquilegia shockleyi,,https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+shockleyi,Flowers,1,2,1,PFAF
Aquilegia vulgaris,"Columbine, European columbine, Granny's Bonnet, European Crowfoot",https://pfaf.org/user/Plant.aspx?LatinName=Aquilegia+vulgaris,Flowers; Tea,2,2,1,PFAF
Arabis alpina,"Alpine Rock Cress, Alpine rockcress",https://pfaf.org/user/Plant.aspx?LatinName=Arabis+alpina,Flowers; Leaves,2,2,0,PFAF
Arabis caucasica,"Rock Cress, Wall Rockcress",https://pfaf.org/user/Plant.aspx?LatinName=Arabis+caucasica,Leaves,1,2,0,PFAF
Arabis hirsuta,"Hairy rockcress, Mountain rockcress, Creamflower rockcress",https://pfaf.org/user/Plant.aspx?LatinName=Arabis+hirsuta,Leaves,1,1,0,PFAF
Arabis lyrata,"Rock Cress, Kamchatka rockcress, Lyrate rockcress",https://pfaf.org/user/Plant.aspx?LatinName=Arabis+lyrata,Leaves,1,1,0,PFAF
Arabis pendula,,https://pfaf.org/user/Plant.aspx?LatinName=Arabis+pendula,Leaves,1,1,0,PFAF
Arabis sagittata,,https://pfaf.org/user/Plant.aspx?LatinName=Arabis+sagittata,Leaves,1,1,0,PFAF
Arabis serrata,,https://pfaf.org/user/Plant.aspx?LatinName=Arabis+serrata,Leaves,1,1,0,PFAF
Arachis glabrata,Perennial peanut,https://pfaf.org/user/Plant.aspx?LatinName=Arachis+glabrata,Flowers,1,1,0,PFAF
Arachis hypogaea,Peanut,https://pfaf.org/user/Plant.aspx?LatinName=Arachis+hypogaea,Coffee; Leaves; Oil; Seed; Seedpod,5,4,2,PFAF
Aralia chinensis,"Chinese Angelica Tree, Pumila Spirea, Chinese Astilbe",https://pfaf.org/user/Plant.aspx?LatinName=Aralia+chinensis,Leaves; Shoots,2,2,2,PFAF
Aralia continentalis,Manchurian Spikenard,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+continentalis,Leaves; Root; Shoots; Stem,4,2,0,PFAF
Aralia cordata,Udo,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+cordata,Leaves; Root; Shoots; Stem,4,4,2,PFAF
Aralia elata,"Japanese Angelica Tree, Angelica Tree",https://pfaf.org/user/Plant.aspx?LatinName=Aralia+elata,Leaves; Shoots,2,3,2,PFAF
Aralia hispida,Bristly Sarsaparilla,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+hispida,Drink; Tea,2,2,1,PFAF
Aralia mandschurica,Manchurian Angelica Tree,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+mandschurica,Leaves; Shoots,2,2,2,PFAF
Aralia nudicaulis,Wild Sarsaparilla,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+nudicaulis,Condiment; Fruit; Leaves; Root; Shoots; Tea,6,4,3,PFAF
Aralia racemosa,American Spikenard,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+racemosa,Condiment; Fruit; Leaves; Root; Shoots,5,3,3,PFAF
Aralia schmidtii,Sakhalin Spikenard,https://pfaf.org/user/Plant.aspx?LatinName=Aralia+schmidtii,Leaves; Root; Shoots; Stem,4,2,0,PFAF
Aralia spinosa,"Hercule's Club, Aralia spinosa, American Angelica Tree, Hercules' Club, Devil's Walking Stick",https://pfaf.org/user/Plant.aspx?LatinName=Aralia+spinosa,Leaves,1,2,2,PFAF
Araucaria angustifolia,"Parana Pine. Brazilian-pine, Candelabra-tree.",https://pfaf.org/user/Plant.aspx?LatinName=Araucaria+angustifolia,Sap,1,3,1,PFAF
Araucaria araucana,Monkey Puzzle Tree,https://pfaf.org/user/Plant.aspx?LatinName=Araucaria+araucana,Seed,1,5,1,PFAF
Araucaria bidwillii,"Bunya-Bunya, Monkey Puzzle Tree, False Monkey Puzzle",https://pfaf.org/user/Plant.aspx?LatinName=Araucaria+bidwillii,Seed,1,3,0,PFAF
Araujia sericifera,"Cruel Plant, White bladderflower",https://pfaf.org/user/Plant.aspx?LatinName=Araujia+sericifera,Fruit,1,1,0,PFAF
Arbutus andrachne,Grecian StrawberryTree,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+andrachne,Fruit,1,3,0,PFAF
Arbutus arizonica,Arizona Maderone,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+arizonica,Fruit,1,3,1,PFAF
Arbutus canariensis,Canary Madrona,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+canariensis,Fruit,1,2,0,PFAF
Arbutus menziesii,"Madrona, Pacific madrone, Pacific Madrone",https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+menziesii,Fruit,1,3,2,PFAF
Arbutus texana,Texas Madrone,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+texana,Fruit,1,2,1,PFAF
Arbutus unedo,Strawberry Tree,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+unedo,Fruit,1,4,2,PFAF
Arbutus x andrachnoides,,https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+x+andrachnoides,Fruit,1,4,0,PFAF
Arbutus xalapensis,"Madrono, Texas madrone",https://pfaf.org/user/Plant.aspx?LatinName=Arbutus+xalapensis,Fruit,1,3,0,PFAF
Archidendron jiringa,"Jengkol, Jiringa",https://pfaf.org/user/Plant.aspx?LatinName=Archidendron+jiringa,Flowers; Seedpod; Shoots,3,4,2,PFAF
Arctium lappa,"Great Burdock, Gobo",https://pfaf.org/user/Plant.aspx?LatinName=Arctium+lappa,Leaves; Root; Seed; Stem,4,4,5,PFAF
Arctium minus,Lesser Burdock,https://pfaf.org/user/Plant.aspx?LatinName=Arctium+minus,Coffee; Leaves; Root; Seed; Stem,5,4,5,PFAF
Arctostaphylos alpina,Alpine Bearberry,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+alpina,Fruit,1,2,1,PFAF
Arctostaphylos columbiana,Hairy Manzanita,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+columbiana,Fruit,1,2,1,PFAF
Arctostaphylos glauca,Bigberry Manzanita,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+glauca,Drink; Fruit,2,2,2,PFAF
Arctostaphylos manzanita,"Manzanita, Whiteleaf manzanita, Konocti manzanita, Contra Costa manzanita, Roof's manzanita, Wieslan",https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+manzanita,Fruit,1,3,1,PFAF
Arctostaphylos nevadensis,Pine-Mat Manzanita,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+nevadensis,Fruit; Seed,2,2,1,PFAF
Arctostaphylos parryana,Parry Manzanita,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+parryana,Fruit,1,1,0,PFAF
Arctostaphylos patula,Greenleaf Manzanita,https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+patula,Fruit; Seed,2,3,1,PFAF
Arctostaphylos pungens,"Grayleaf manzanita, Pointleaf Manzanita",https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+pungens,Fruit,1,3,1,PFAF
Arctostaphylos stanfordiana,"Stanford's manzanita, Rincon manzanita",https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+stanfordiana,Fruit,1,3,0,PFAF
Arctostaphylos tomentosa,"Downy Manzanita, Woollyleaf manzanita, Brittleleaf manzanita, Dacite manzanita, Rosy manzanita, San",https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+tomentosa,Fruit; Seed,2,3,3,PFAF
Arctostaphylos uva-ursi,"Bearberry, Kinnikinnick",https://pfaf.org/user/Plant.aspx?LatinName=Arctostaphylos+uva-ursi,Fruit; Tea,2,3,4,PFAF
Ardisia crispa,,https://pfaf.org/user/Plant.aspx?LatinName=Ardisia+crispa,Leaves,1,1,1,PFAF
Ardisia sieboldii,Duo Zhi Zi Jin Niu,https://pfaf.org/user/Plant.aspx?LatinName=Ardisia+sieboldii,Fruit,1,1,0,PFAF
Areca catechu,"Betel Palm, Betel Nut Palm",https://pfaf.org/user/Plant.aspx?LatinName=Areca+catechu,Shoots,1,3,3,PFAF
Arenaria serpyllifolia,Thyme-Leaf Sandwort,https://pfaf.org/user/Plant.aspx?LatinName=Arenaria+serpyllifolia,Leaves,1,2,2,PFAF
Arenga pinnata,Solitary Sugar Palm,https://pfaf.org/user/Plant.aspx?LatinName=Arenga+pinnata,Drink; Sap; Sweetener,3,4,1,PFAF
Argania spinosa,"Argan Tree, Spiny Argania, Morocco Ironwood",https://pfaf.org/user/Plant.aspx?LatinName=Argania+spinosa,Chocolate; Oil,2,4,2,PFAF
Argemone mexicana,"Prickly Poppy, Mexican pricklypoppy",https://pfaf.org/user/Plant.aspx?LatinName=Argemone+mexicana,Leaves; Oil,2,1,3,PFAF
Argyranthemum foeniculaceum,,https://pfaf.org/user/Plant.aspx?LatinName=Argyranthemum+foeniculaceum,Leaves,1,1,0,PFAF
Arisaema amurense,Tian Nan Xing,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+amurense,Leaves; Root,2,2,3,PFAF
Arisaema consanguineum,Tian Nan Xing,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+consanguineum,Leaves,1,1,3,PFAF
Arisaema costatum,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+costatum,Root,1,2,0,PFAF
Arisaema dracontium,Green-Dragon,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+dracontium,Root,1,1,1,PFAF
Arisaema flavum,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+flavum,Leaves,1,2,1,PFAF
Arisaema jacquemontii,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+jacquemontii,Leaves; Root,2,2,0,PFAF
Arisaema negishii,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+negishii,Root,1,2,0,PFAF
Arisaema peninsulare,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+peninsulare,Leaves,1,1,0,PFAF
Arisaema quinatum,"Indian Turnip, Jack in the pulpit",https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+quinatum,Root,1,1,0,PFAF
Arisaema serratum,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+serratum,Leaves; Root,2,2,1,PFAF
Arisaema tortuosum,Arisaema,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+tortuosum,Root,1,2,2,PFAF
Arisaema triphyllum,"Jack In The Pulpit, Dragonroot, Indian Turnip",https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+triphyllum,Root,1,3,2,PFAF
Arisaema utile,,https://pfaf.org/user/Plant.aspx?LatinName=Arisaema+utile,Leaves,1,2,0,PFAF
Arisarum vulgare,Friar's Cowl,https://pfaf.org/user/Plant.aspx?LatinName=Arisarum+vulgare,Leaves; Root,2,2,0,PFAF
Aristolochia contorta,Ma Dou Ling,https://pfaf.org/user/Plant.aspx?LatinName=Aristolochia+contorta,Leaves,1,1,3,PFAF
Aristolochia debilis,Ma Dou Ling,https://pfaf.org/user/Plant.aspx?LatinName=Aristolochia+debilis,Leaves,1,1,3,PFAF
Aristotelia chilensis,Macqui,https://pfaf.org/user/Plant.aspx?LatinName=Aristotelia+chilensis,Fruit,1,3,1,PFAF
Aristotelia serrata,,https://pfaf.org/user/Plant.aspx?LatinName=Aristotelia+serrata,Fruit,1,3,1,PFAF
Arjona patagonica,Macachi,https://pfaf.org/user/Plant.aspx?LatinName=Arjona+patagonica,Root,1,2,0,PFAF
Armeria maritima,"Sea Thrift, Thrift seapink, California seapink, Interior seapink, Siberian sea thrift",https://pfaf.org/user/Plant.aspx?LatinName=Armeria+maritima,Leaves; Root,2,1,1,PFAF
Armoracia rusticana,"Horseradish, Red Cole",https://pfaf.org/user/Plant.aspx?LatinName=Armoracia+rusticana,Condiment; Leaves; Root; Seed,4,3,3,PFAF
Aronia arbutifolia,Red Chokeberry,https://pfaf.org/user/Plant.aspx?LatinName=Aronia+arbutifolia,Fruit,1,2,0,PFAF
Aronia melanocarpa,"Black Chokeberry, Black Berried Aronia",https://pfaf.org/user/Plant.aspx?LatinName=Aronia+melanocarpa,Fruit; Pectin,2,3,1,PFAF
Aronia prunifolia,Purple Chokeberry,https://pfaf.org/user/Plant.aspx?LatinName=Aronia+prunifolia,Fruit,1,2,0,PFAF
Arracacia xanthorrhiza,"Peruvian Parsnip, Arracacha",https://pfaf.org/user/Plant.aspx?LatinName=Arracacia+xanthorrhiza,Condiment; Leaves; Root; Stem,4,4,0,PFAF
Artemisia abrotanum,Southernwood,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+abrotanum,Condiment; Tea,2,1,3,PFAF
Artemisia absinthium,"Wormwood, Absinthium.",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+absinthium,Condiment,1,1,3,PFAF
Artemisia annua,"Qing Hao, Sweet sagewort",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+annua,Condiment,1,1,4,PFAF
Artemisia biennis,Biennial Wormwood,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+biennis,Seed,1,1,1,PFAF
Artemisia capillaris,Yin Chen Hao,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+capillaris,Leaves,1,1,3,PFAF
Artemisia caruifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+caruifolia,Leaves; Tea,2,1,3,PFAF
Artemisia dracunculoides,"Russian Tarragon, Tarragon, French Tarragon",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+dracunculoides,Leaves; Seed,2,2,1,PFAF
Artemisia dracunculus,"Tarragon, French Tarragon",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+dracunculus,Condiment; Leaves; Shoots,3,4,2,PFAF
Artemisia frigida,"Fringed Wormwood, Prairie sagewort",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+frigida,Condiment,1,2,2,PFAF
Artemisia glacialis,Glacier Wormwood,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+glacialis,Condiment,1,1,2,PFAF
Artemisia gmelinii,"Russian Wormwood, Gmelin's wormwood",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+gmelinii,Leaves,1,1,1,PFAF
Artemisia indica,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+indica,Colouring; Condiment; Leaves,3,1,3,PFAF
Artemisia japonica,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+japonica,Leaves,1,1,2,PFAF
Artemisia keiskeana,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+keiskeana,Leaves; Shoots,2,2,1,PFAF
Artemisia laciniata,Siberian wormwood,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+laciniata,Leaves,1,1,0,PFAF
Artemisia lancea,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+lancea,Leaves,1,1,1,PFAF
Artemisia ludoviciana,"White Sage, Louisiana Sage, Prairie Sage, Western Mugwort",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+ludoviciana,Condiment; Seed; Tea,3,2,2,PFAF
Artemisia maritima,Sea Wormwood,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+maritima,Condiment,1,1,2,PFAF
Artemisia michauxiana,"Mountain Sagewort, Michaux's wormwood",https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+michauxiana,Seed,1,2,1,PFAF
Artemisia monophylla,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+monophylla,Leaves,1,1,0,PFAF
Artemisia montana,,https://pfaf.org/user/Plant.aspx?LatinName=Artemisia+montana,Leaves; Tea,2,1,0,PFAF
