user_id,plant_id,location_id,species_id,plant_name,scientific_name,last_watered,planting_date,watering_interval_days,recommended_soil,life_cycle,environment_type,plant_age_days,height_cm,growth_stage,propagation_method,pest_susceptibility,recommended_sunlight,is_sensor_enabled,lat_round,lon_round,timestamp,rainfall,rain_probability,wind_speed,soil_temp_c,timezone,sensor_id,soil_ph,light,watering_amount_liters,future_height_cm,growth_rate,disease_name,disease_risk,yield_kg,temperature,humidity,soil_moisture,latitude,longitude,year,month,day,hour,weekday
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 03:00:00,1.62,62.7,0.986111111111111,23.41,asia/jakarta,s2001,0.125,0.02102459536190597,0.0,10.85,0.28,none,34.44,2.12,25.07,87.4,62.46,-6.933752,107.608406,2026,1,10,3,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 06:00:00,3.06,57.7,1.125,22.35,asia/jakarta,s2001,0.5416666666666661,0.015492834076430014,0.0,11.09,0.28,none,35.43,2.76,23.46,91.2,68.35,-6.933752,107.608406,2026,1,10,6,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 09:00:00,4.48,38.6,1.9555555555555555,27.34,asia/jakarta,s2001,0.4083333333333332,0.6664357701050742,0.0,11.19,0.28,none,16.16,2.91,28.9,77.7,48.01,-6.933752,107.608406,2026,1,10,9,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 12:00:00,0.0,41.1,1.5583333333333333,29.91,asia/jakarta,s2001,0.5249999999999995,0.969443604327847,0.0,11.01,0.276,none,18.21,2.13,30.71,76.5,47.0,-6.933752,107.608406,2026,1,10,12,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 15:00:00,0.0,28.7,1.3777777777777778,26.43,asia/jakarta,s2001,0.3916666666666657,0.6826310500590249,0.0,10.9,0.28,none,11.45,2.63,27.62,75.5,42.99,-6.933752,107.608406,2026,1,10,15,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 18:00:00,3.95,61.0,1.1694444444444445,21.75,asia/jakarta,s2001,0.14166666666666572,0.0,0.0,11.02,0.28,none,36.68,1.83,23.69,92.7,62.83,-6.933752,107.608406,2026,1,10,18,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-10 21:00:00,0.0,48.7,0.9472222222222222,23.29,asia/jakarta,s2001,0.7083333333333321,0.015834300822447047,0.0,10.88,0.28,none,29.94,2.14,23.92,88.5,60.29,-6.933752,107.608406,2026,1,10,21,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 00:00:00,0.0,58.8,0.9027777777777778,21.74,asia/jakarta,s2001,0.42499999999999893,0.0,0.0,11.69,0.28,none,24.47,2.23,22.58,86.3,50.54,-6.933752,107.608406,2026,1,11,0,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 03:00:00,0.0,55.5,1.6333333333333333,21.91,asia/jakarta,s2001,0.6083333333333334,0.0,0.0,11.46,0.28,none,35.77,2.02,23.12,91.2,57.92,-6.933752,107.608406,2026,1,11,3,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 06:00:00,3.37,58.1,1.286111111111111,21.33,asia/jakarta,s2001,0.31666666666666643,0.01858554717607001,0.0,11.26,0.28,none,35.05,2.06,22.9,86.8,69.5,-6.933752,107.608406,2026,1,11,6,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 09:00:00,0.0,47.3,1.6305555555555555,28.62,asia/jakarta,s2001,0.5166666666666666,0.7001629284188138,2.34,11.06,0.28,none,9.69,1.98,29.58,73.8,40.59,-6.933752,107.608406,2026,1,11,9,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 12:00:00,3.4,40.2,2.361111111111111,29.3,asia/jakarta,s2001,0.6416666666666657,0.9611801090742349,0.0,11.47,0.277,none,20.36,2.02,31.06,74.2,55.94,-6.933752,107.608406,2026,1,11,12,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 15:00:00,0.0,36.7,1.6527777777777777,28.22,asia/jakarta,s2001,0.4333333333333327,0.6685138391594064,0.0,11.53,0.28,none,14.17,2.95,29.13,78.0,42.48,-6.933752,107.608406,2026,1,11,15,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 18:00:00,0.0,54.4,1.3277777777777777,22.2,asia/jakarta,s2001,0.4499999999999993,0.01481965677713929,0.0,11.71,0.28,none,25.23,2.16,23.48,86.7,50.01,-6.933752,107.608406,2026,1,11,18,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-11 21:00:00,0.0,57.6,1.086111111111111,22.51,asia/jakarta,s2001,0.9083333333333323,0.0042244314578678815,0.0,10.94,0.28,none,27.37,2.61,23.22,85.0,52.11,-6.933752,107.608406,2026,1,11,21,6
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 00:00:00,0.0,49.9,1.0888888888888888,21.2,asia/jakarta,s2001,0.024999999999999467,0.0,0.0,11.57,0.28,none,31.76,2.41,22.58,90.8,58.79,-6.933752,107.608406,2026,1,12,0,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 03:00:00,0.0,48.1,1.3611111111111112,24.27,asia/jakarta,s2001,0.2666666666666666,0.013346471672894369,0.0,11.76,0.28,none,27.89,2.57,25.48,87.8,57.21,-6.933752,107.608406,2026,1,12,3,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 06:00:00,4.79,42.8,1.3333333333333333,24.38,asia/jakarta,s2001,0.8583333333333334,0.0,0.0,11.61,0.28,none,29.96,2.29,25.32,83.6,66.47,-6.933752,107.608406,2026,1,12,6,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 09:00:00,0.0,49.4,2.072222222222222,27.01,asia/jakarta,s2001,0.3916666666666657,0.6703089786241817,0.0,11.78,0.28,none,18.57,2.94,28.86,80.0,52.25,-6.933752,107.608406,2026,1,12,9,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 12:00:00,0.0,26.7,1.797222222222222,30.41,asia/jakarta,s2001,0.9333333333333327,0.9905657616171865,2.38,11.66,0.275,none,13.37,1.91,31.46,69.3,47.19,-6.933752,107.608406,2026,1,12,12,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 15:00:00,12.56,31.3,1.8027777777777778,27.78,asia/jakarta,s2001,0.38333333333333286,0.6705626396355087,0.0,11.46,0.28,none,30.86,2.43,29.21,76.5,74.02,-6.933752,107.608406,2026,1,12,15,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 18:00:00,0.0,39.8,1.2083333333333333,22.11,asia/jakarta,s2001,0.44166666666666643,0.0,0.0,11.54,0.28,none,26.53,1.81,23.92,84.9,53.61,-6.933752,107.608406,2026,1,12,18,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-12 21:00:00,0.0,55.1,1.5611111111111111,22.24,asia/jakarta,s2001,0.2166666666666659,0.0,0.0,11.82,0.28,none,36.64,2.0,22.95,94.9,62.79,-6.933752,107.608406,2026,1,12,21,0
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 00:00:00,1.72,36.3,1.6527777777777777,24.5,asia/jakarta,s2001,0.375,0.01835139855022976,0.0,11.43,0.28,none,22.96,1.92,25.09,82.3,55.8,-6.933752,107.608406,2026,1,13,0,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 03:00:00,0.0,55.8,0.8472222222222221,22.19,asia/jakarta,s2001,0.00833333333333286,0.0,0.0,11.69,0.28,none,29.84,1.98,23.86,85.2,59.56,-6.933752,107.608406,2026,1,13,3,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 06:00:00,12.79,51.8,1.1583333333333332,21.59,asia/jakarta,s2001,0.9416666666666664,0.0,0.0,12.18,0.28,none,38.43,2.16,22.89,89.5,75.21,-6.933752,107.608406,2026,1,13,6,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 09:00:00,0.0,53.9,1.7027777777777777,29.14,asia/jakarta,s2001,0.13333333333333286,0.6775383174469994,2.65,11.82,0.274,none,13.04,1.89,29.64,80.5,37.39,-6.933752,107.608406,2026,1,13,9,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 12:00:00,1.65,41.9,1.488888888888889,30.74,asia/jakarta,s2001,0.125,0.9975707080069074,0.0,11.67,0.272,none,16.22,2.72,31.7,68.9,44.68,-6.933752,107.608406,2026,1,13,12,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 15:00:00,0.31,50.4,1.6916666666666667,26.5,asia/jakarta,s2001,0.8083333333333327,0.6753626864652338,0.0,11.66,0.28,none,14.68,2.54,27.65,75.6,46.17,-6.933752,107.608406,2026,1,13,15,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 18:00:00,2.15,58.9,1.425,22.7,asia/jakarta,s2001,0.7166666666666668,0.02219533849110723,0.0,11.56,0.28,none,23.95,2.96,24.56,83.0,54.37,-6.933752,107.608406,2026,1,13,18,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-13 21:00:00,0.0,38.4,0.9,23.68,asia/jakarta,s2001,0.7333333333333325,0.0071220207026410015,0.0,11.64,0.28,none,20.11,2.98,24.94,81.0,47.35,-6.933752,107.608406,2026,1,13,21,1
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 00:00:00,4.3,63.3,1.3166666666666667,21.43,asia/jakarta,s2001,0.5249999999999995,0.0,0.0,12.56,0.28,none,41.33,2.35,22.87,92.3,68.8,-6.933752,107.608406,2026,1,14,0,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 03:00:00,0.0,37.3,0.7416666666666666,23.12,asia/jakarta,s2001,0.5333333333333323,0.01711236207182509,0.0,11.98,0.28,none,20.14,2.62,24.28,82.7,48.85,-6.933752,107.608406,2026,1,14,3,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 06:00:00,10.9,56.5,1.3611111111111112,21.74,asia/jakarta,s2001,0.1083333333333325,0.0,0.0,12.66,0.28,none,36.37,1.98,22.87,87.7,71.13,-6.933752,107.608406,2026,1,14,6,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 09:00:00,0.0,47.1,1.5916666666666668,26.49,asia/jakarta,s2001,0.5750000000000002,0.6898408764963561,0.0,11.87,0.28,none,22.48,1.92,27.75,80.1,51.48,-6.933752,107.608406,2026,1,14,9,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 12:00:00,0.0,41.0,1.9805555555555554,29.61,asia/jakarta,s2001,0.3416666666666659,0.9850047317534805,2.46,12.05,0.275,none,13.08,2.78,31.35,70.2,45.45,-6.933752,107.608406,2026,1,14,12,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 15:00:00,1.51,34.8,1.7194444444444446,28.84,asia/jakarta,s2001,0.5583333333333327,0.6987287680855423,0.0,12.34,0.279,none,18.43,2.55,30.37,73.0,54.99,-6.933752,107.608406,2026,1,14,15,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 18:00:00,4.77,37.6,0.8027777777777778,22.7,asia/jakarta,s2001,0.19166666666666643,0.0,0.0,11.96,0.28,none,32.87,2.92,23.94,85.3,66.68,-6.933752,107.608406,2026,1,14,18,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-14 21:00:00,0.0,41.6,1.575,24.16,asia/jakarta,s2001,0.00833333333333286,0.0,0.0,11.74,0.28,none,30.29,1.83,25.35,87.8,57.31,-6.933752,107.608406,2026,1,14,21,2
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 00:00:00,0.0,35.6,1.5444444444444443,24.39,asia/jakarta,s2001,0.7333333333333325,0.0,0.0,13.0,0.28,none,29.45,2.13,25.43,82.4,60.64,-6.933752,107.608406,2026,1,15,0,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 03:00:00,0.0,40.7,1.5611111111111111,23.82,asia/jakarta,s2001,0.44166666666666643,0.0,0.0,12.28,0.28,none,19.95,1.81,24.53,85.9,47.15,-6.933752,107.608406,2026,1,15,3,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 06:00:00,0.0,58.6,0.9555555555555555,23.38,asia/jakarta,s2001,0.4333333333333327,0.0,0.0,12.23,0.28,none,29.45,2.34,24.44,85.2,58.73,-6.933752,107.608406,2026,1,15,6,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 09:00:00,0.0,36.1,1.9972222222222222,27.26,asia/jakarta,s2001,0.25833333333333286,0.678689548190714,0.0,12.88,0.28,none,16.57,1.95,28.48,74.5,48.14,-6.933752,107.608406,2026,1,15,9,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 12:00:00,0.95,33.5,2.0944444444444446,29.0,asia/jakarta,s2001,0.2999999999999998,0.958233738865745,0.0,12.67,0.276,none,20.46,1.78,30.77,77.5,50.8,-6.933752,107.608406,2026,1,15,12,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 15:00:00,0.0,47.6,1.611111111111111,26.09,asia/jakarta,s2001,0.20833333333333304,0.678972477780271,0.0,12.07,0.28,none,19.37,2.67,27.76,84.0,46.88,-6.933752,107.608406,2026,1,15,15,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 18:00:00,0.0,63.8,1.5611111111111111,23.1,asia/jakarta,s2001,0.16666666666666607,0.0,0.0,12.69,0.28,none,31.32,2.22,24.33,90.7,54.73,-6.933752,107.608406,2026,1,15,18,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-15 21:00:00,0.0,38.3,0.7055555555555556,23.88,asia/jakarta,s2001,0.24166666666666625,0.0,0.0,12.14,0.28,none,29.82,2.82,25.16,84.8,60.89,-6.933752,107.608406,2026,1,15,21,3
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 00:00:00,0.0,45.9,1.5444444444444443,23.2,asia/jakarta,s2001,0.5166666666666666,0.022731929091991142,0.0,13.13,0.28,none,28.66,2.58,24.73,88.5,55.31,-6.933752,107.608406,2026,1,16,0,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 03:00:00,10.65,55.8,1.338888888888889,23.63,asia/jakarta,s2001,0.8999999999999995,0.01700504395164831,0.0,13.16,0.28,none,39.99,2.07,24.35,86.4,80.69,-6.933752,107.608406,2026,1,16,3,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 06:00:00,7.4,56.4,1.6027777777777776,23.78,asia/jakarta,s2001,0.9333333333333327,0.0,0.0,12.57,0.28,none,38.21,2.49,24.98,89.7,71.37,-6.933752,107.608406,2026,1,16,6,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 09:00:00,2.26,44.1,1.5083333333333333,27.68,asia/jakarta,s2001,0.1083333333333325,0.7107288851598552,0.0,13.19,0.28,none,13.34,2.21,28.94,74.1,46.52,-6.933752,107.608406,2026,1,16,9,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 12:00:00,8.19,43.2,1.8194444444444444,30.52,asia/jakarta,s2001,0.7249999999999996,0.9580678835891082,0.0,12.26,0.274,none,25.2,1.86,31.15,71.6,60.19,-6.933752,107.608406,2026,1,16,12,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 15:00:00,0.0,51.1,1.2027777777777777,28.39,asia/jakarta,s2001,0.7249999999999996,0.6676748065834789,0.0,12.99,0.28,none,12.08,1.81,28.95,75.6,43.56,-6.933752,107.608406,2026,1,16,15,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 18:00:00,0.0,61.8,1.3138888888888889,22.8,asia/jakarta,s2001,0.9666666666666659,0.024370969472872907,0.0,12.31,0.28,none,33.42,2.61,24.15,90.7,61.24,-6.933752,107.608406,2026,1,16,18,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-16 21:00:00,0.0,46.6,1.488888888888889,23.47,asia/jakarta,s2001,0.375,0.013073298276080742,0.0,12.33,0.28,none,30.85,2.8,24.46,86.4,60.51,-6.933752,107.608406,2026,1,16,21,4
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-17 00:00:00,3.05,56.3,1.1333333333333333,23.31,asia/jakarta,s2001,0.7249999999999996,0.0,0.0,12.57,0.28,none,26.02,2.25,24.8,87.1,55.27,-6.933752,107.608406,2026,1,17,0,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-17 03:00:00,0.0,56.7,1.2277777777777776,21.85,asia/jakarta,s2001,0.8749999999999991,0.0003707353242470658,0.0,13.29,0.28,none,27.92,2.9,22.51,89.5,52.98,-6.933752,107.608406,2026,1,17,3,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-17 06:00:00,0.0,56.9,1.0916666666666668,24.4,asia/jakarta,s2001,0.6916666666666664,0.0,0.0,13.24,0.28,none,24.67,2.81,25.19,85.2,51.07,-6.933752,107.608406,2026,1,17,6,5
1,1001,2001,3001,cabbage,brassica oleracea var. capitata,2026-01-01,2025-12-09,3,fertile well-drained soil,annual,outdoor,23,6.54,vegetative,seed propagation,"cabbage worm, aphid, flea beetle",full sun,True,-6.9338,107.6084,2026-01-17 09:00:00,0.0,40.5,1.3694444444444442,26.18,asia/jakarta,s2001,0.31666666666666643,0.6811188401838066,0.0,13.24,0.28,none,19.0,2.52,27.81,83.3,42.51,-6.933752,107.608406,2026,1,17,9,5
