temperature,humidity,soil_moisture,heat_index,water_stress,dryness_index,evaporation_risk
25,80.0,81,33.0,0.3048780487804878,17.0,29.666666666666668
26,77.0,82,33.7,0.3132530120481928,18.3,31.0
27,74.0,83,34.4,0.3214285714285714,19.6,32.333333333333336
28,71.0,84,35.1,0.3294117647058823,20.9,33.666666666666664
29,68.0,85,35.8,0.3372093023255814,22.2,35.0
30,65.0,86,36.5,0.3448275862068966,23.5,36.333333333333336
31,62.0,87,37.2,0.3522727272727273,24.8,37.66666666666666
32,59.0,88,37.9,0.3595505617977528,26.1,39.0
33,56.0,89,38.6,0.3666666666666666,27.4,40.333333333333336
34,53.0,90,39.3,0.3736263736263736,28.7,41.66666666666666
35,50.0,91,40.0,0.3804347826086957,30.0,43.0
36,47.0,92,40.7,0.3870967741935484,31.3,44.333333333333336
37,44.0,93,41.4,0.3936170212765957,32.6,45.66666666666666
38,41.0,94,42.1,0.4,33.9,47.0
39,38.0,95,42.8,0.40625,35.2,48.333333333333336
40,35.0,96,43.5,0.4123711340206185,36.5,49.66666666666666
41,32.0,97,44.2,0.4183673469387755,37.8,51.0
42,29.0,98,44.9,0.4242424242424242,39.1,52.333333333333336
43,26.0,99,45.6,0.43,40.4,53.66666666666666
44,23.0,100,46.3,0.4356435643564356,41.7,55.0
45,20.0,1,47.0,22.5,43.0,89.66666666666667
46,17.0,2,47.7,15.333333333333334,44.3,91.0
25,80.0,3,33.0,6.25,17.0,55.66666666666666
26,77.5,4,33.75,5.2,18.25,56.833333333333336
27,75.0,5,34.5,4.5,19.5,58.0
28,72.5,6,35.25,4.0,20.75,59.16666666666666
29,70.0,7,36.0,3.625,22.0,60.333333333333336
30,67.5,8,36.75,3.333333333333333,23.25,61.5
31,65.0,9,37.5,3.1,24.5,62.66666666666666
32,62.5,10,38.25,2.909090909090909,25.75,63.833333333333336
33,60.0,11,39.0,2.75,27.0,65.0
34,57.5,12,39.75,2.6153846153846154,28.25,66.16666666666667
35,55.0,13,40.5,2.5,29.5,67.33333333333333
36,52.5,14,41.25,2.4,30.75,68.5
37,50.0,15,42.0,2.3125,32.0,69.66666666666667
38,47.5,16,42.75,2.235294117647059,33.25,70.83333333333333
39,45.0,17,43.5,2.1666666666666665,34.5,72.0
40,42.5,18,44.25,2.1052631578947367,35.75,73.16666666666667
41,40.0,19,45.0,2.05,37.0,74.33333333333333
42,37.5,20,45.75,2.0,38.25,75.5
43,35.0,21,46.5,1.9545454545454544,39.5,76.66666666666667
44,32.5,22,47.25,1.9130434782608696,40.75,77.83333333333333
45,30.0,23,48.0,1.875,42.0,79.0
46,27.5,24,48.75,1.84,43.25,80.16666666666667
25,80.0,25,33.0,0.9615384615384616,17.0,48.333333333333336
26,77.3,26,33.730000000000004,0.9629629629629628,18.27,49.56666666666666
27,74.6,27,34.46,0.9642857142857144,19.54,50.8
28,71.9,28,35.19,0.9655172413793104,20.81,52.03333333333333
29,69.2,29,35.92,0.9666666666666668,22.08,53.26666666666667
30,66.5,30,36.65,0.967741935483871,23.35,54.5
31,63.8,31,37.38,0.96875,24.62,55.73333333333333
32,61.1,32,38.11,0.9696969696969696,25.89,56.96666666666667
33,58.4,33,38.84,0.9705882352941176,27.16,58.2
34,55.7,34,39.57,0.9714285714285714,28.43,59.43333333333334
35,53.0,35,40.3,0.9722222222222222,29.7,60.66666666666666
36,50.3,36,41.03,0.972972972972973,30.97,61.9
37,47.6,37,41.76,0.9736842105263158,32.24,63.13333333333333
38,44.9,38,42.49,0.9743589743589745,33.51,64.36666666666666
39,42.2,39,43.22,0.975,34.78,65.60000000000001
40,39.5,40,43.95,0.975609756097561,36.05,66.83333333333333
41,36.8,41,44.68,0.9761904761904762,37.32,68.06666666666666
42,34.1,42,45.41,0.9767441860465116,38.59,69.3
43,31.4,43,46.14,0.9772727272727272,39.86,70.53333333333333
44,28.7,44,46.87,0.9777777777777776,41.13,71.76666666666667
45,26.0,45,47.6,0.9782608695652174,42.4,73.0
46,23.3,46,48.33,0.9787234042553192,43.67,74.23333333333333
25,80.0,47,33.0,0.5208333333333334,17.0,41.0
26,77.0,48,33.7,0.5306122448979592,18.3,42.333333333333336
27,74.0,49,34.4,0.54,19.6,43.66666666666666
28,71.0,50,35.1,0.5490196078431373,20.9,45.0
29,68.0,51,35.8,0.5576923076923077,22.2,46.333333333333336
30,65.0,52,36.5,0.5660377358490566,23.5,47.66666666666666
31,62.0,53,37.2,0.5740740740740741,24.8,49.0
32,59.0,54,37.9,0.5818181818181818,26.1,50.333333333333336
33,56.0,55,38.6,0.5892857142857143,27.4,51.66666666666666
34,53.0,56,39.3,0.5964912280701754,28.7,53.0
35,50.0,57,40.0,0.603448275862069,30.0,54.333333333333336
36,47.0,58,40.7,0.6101694915254238,31.3,55.66666666666666
37,44.0,59,41.4,0.6166666666666667,32.6,57.0
38,41.0,60,42.1,0.6229508196721312,33.9,58.333333333333336
39,38.0,61,42.8,0.6290322580645161,35.2,59.66666666666666
40,35.0,62,43.5,0.6349206349206349,36.5,61.0
41,32.0,63,44.2,0.640625,37.8,62.333333333333336
42,29.0,64,44.9,0.6461538461538462,39.1,63.66666666666666
43,26.0,65,45.6,0.6515151515151515,40.4,65.0
44,23.0,66,46.3,0.6567164179104478,41.7,66.33333333333333
45,20.0,67,47.0,0.6617647058823529,43.0,67.66666666666667
46,17.0,68,47.7,0.6666666666666666,44.3,69.0
25,80.0,69,33.0,0.3571428571428571,17.0,33.666666666666664
26,77.5,70,33.75,0.3661971830985915,18.25,34.833333333333336
27,75.0,71,34.5,0.375,19.5,36.0
28,72.5,72,35.25,0.3835616438356164,20.75,37.16666666666666
29,70.0,73,36.0,0.3918918918918919,22.0,38.333333333333336
30,67.5,74,36.75,0.4,23.25,39.5
31,65.0,75,37.5,0.4078947368421052,24.5,40.66666666666666
32,62.5,76,38.25,0.4155844155844156,25.75,41.833333333333336
33,60.0,77,39.0,0.4230769230769231,27.0,43.0
34,57.5,78,39.75,0.430379746835443,28.25,44.16666666666666
35,55.0,79,40.5,0.4375,29.5,45.333333333333336
36,52.5,80,41.25,0.4444444444444444,30.75,46.5
37,50.0,81,42.0,0.4512195121951219,32.0,47.66666666666666
38,47.5,82,42.75,0.4578313253012048,33.25,48.833333333333336
39,45.0,83,43.5,0.4642857142857143,34.5,50.0
40,42.5,84,44.25,0.4705882352941176,35.75,51.16666666666666
41,40.0,85,45.0,0.4767441860465116,37.0,52.333333333333336
42,37.5,86,45.75,0.4827586206896552,38.25,53.5
43,35.0,87,46.5,0.4886363636363636,39.5,54.66666666666666
44,32.5,88,47.25,0.4943820224719101,40.75,55.833333333333336
45,30.0,89,48.0,0.5,42.0,57.0
46,27.5,90,48.75,0.5054945054945055,43.25,58.16666666666666
25,80.0,91,33.0,0.2717391304347826,17.0,26.33333333333333
26,77.3,92,33.730000000000004,0.2795698924731182,18.27,27.566666666666663
27,74.6,93,34.46,0.2872340425531915,19.54,28.8
28,71.9,94,35.19,0.2947368421052631,20.81,30.03333333333333
29,69.2,95,35.92,0.3020833333333333,22.08,31.266666666666666
30,66.5,96,36.65,0.3092783505154639,23.35,32.5
31,63.8,97,37.38,0.3163265306122449,24.62,33.733333333333334
32,61.1,98,38.11,0.3232323232323232,25.89,34.96666666666667
33,58.4,99,38.84,0.33,27.16,36.2
34,55.7,100,39.57,0.3366336633663366,28.43,37.43333333333333
35,53.0,1,40.3,17.5,29.7,72.0
36,50.3,2,41.03,12.0,30.97,73.23333333333333
37,47.6,3,41.76,9.25,32.24,74.46666666666667
38,44.9,4,42.49,7.6,33.51,75.7
39,42.2,5,43.22,6.5,34.78,76.93333333333334
40,39.5,6,43.95,5.714285714285714,36.05,78.16666666666667
41,36.8,7,44.68,5.125,37.32,79.39999999999999
42,34.1,8,45.41,4.666666666666667,38.59,80.63333333333334
43,31.4,9,46.14,4.3,39.86,81.86666666666666
44,28.7,10,46.87,4.0,41.13,83.10000000000001
45,26.0,11,47.6,3.75,42.4,84.33333333333333
46,23.3,12,48.33,3.5384615384615383,43.67,85.56666666666666
25,80.0,13,33.0,1.7857142857142858,17.0,52.333333333333336
26,78.0,14,33.8,1.7333333333333334,18.2,53.333333333333336
27,76.0,15,34.6,1.6875,19.4,54.333333333333336
28,74.0,16,35.4,1.6470588235294117,20.6,55.333333333333336
29,72.0,17,36.2,1.6111111111111112,21.8,56.333333333333336
30,70.0,18,37.0,1.5789473684210529,23.0,57.333333333333336
31,68.0,19,37.8,1.55,24.2,58.333333333333336
32,66.0,20,38.6,1.5238095238095235,25.4,59.333333333333336
33,64.0,21,39.4,1.5,26.6,60.333333333333336
34,62.0,22,40.2,1.4782608695652173,27.8,61.333333333333336
35,60.0,23,41.0,1.4583333333333333,29.0,62.333333333333336
36,58.0,24,41.8,1.44,30.2,63.333333333333336
37,56.0,25,42.6,1.4230769230769231,31.4,64.33333333333333
38,54.0,26,43.4,1.4074074074074074,32.6,65.33333333333333
39,52.0,27,44.2,1.3928571428571428,33.8,66.33333333333333
40,50.0,28,45.0,1.3793103448275863,35.0,67.33333333333333
41,48.0,29,45.8,1.3666666666666667,36.2,68.33333333333333
42,46.0,30,46.6,1.3548387096774193,37.4,69.33333333333333
43,44.0,31,47.4,1.34375,38.6,70.33333333333333
44,42.0,32,48.2,1.3333333333333333,39.8,71.33333333333333
45,40.0,33,49.0,1.3235294117647058,41.0,72.33333333333333
46,38.0,34,49.8,1.3142857142857145,42.2,73.33333333333333
25,80.0,35,33.0,0.6944444444444444,17.0,45.0
26,78.0,36,33.8,0.7027027027027027,18.2,46.0
27,76.0,37,34.6,0.7105263157894737,19.4,47.0
28,74.0,38,35.4,0.717948717948718,20.6,48.0
29,72.0,39,36.2,0.725,21.8,49.0
30,70.0,40,37.0,0.7317073170731707,23.0,50.0
31,68.0,41,37.8,0.7380952380952381,24.2,51.0
32,66.0,42,38.6,0.7441860465116279,25.4,52.0
33,64.0,43,39.4,0.75,26.6,53.0
34,62.0,44,40.2,0.7555555555555555,27.8,54.0
35,60.0,45,41.0,0.7608695652173914,29.0,55.0
36,58.0,46,41.8,0.7659574468085106,30.2,56.0
37,56.0,47,42.6,0.7708333333333334,31.4,57.0
38,54.0,48,43.4,0.7755102040816326,32.6,58.0
39,52.0,49,44.2,0.78,33.8,59.0
40,50.0,50,45.0,0.7843137254901961,35.0,60.0
41,48.0,51,45.8,0.7884615384615384,36.2,61.0
42,46.0,52,46.6,0.7924528301886793,37.4,62.0
43,44.0,53,47.4,0.7962962962962963,38.6,63.0
44,42.0,54,48.2,0.8,39.8,64.0
45,40.0,55,49.0,0.8035714285714286,41.0,65.0
46,38.0,56,49.8,0.8070175438596491,42.2,66.0
25,80.0,57,33.0,0.4310344827586206,17.0,37.66666666666666
26,77.0,58,33.7,0.4406779661016949,18.3,39.0
27,74.0,59,34.4,0.45,19.6,40.333333333333336
28,71.0,60,35.1,0.4590163934426229,20.9,41.66666666666666
29,68.0,61,35.8,0.4677419354838709,22.2,43.0
30,65.0,62,36.5,0.4761904761904761,23.5,44.333333333333336
31,62.0,63,37.2,0.484375,24.8,45.66666666666666
32,59.0,64,37.9,0.4923076923076923,26.1,47.0
33,56.0,65,38.6,0.5,27.4,48.333333333333336
34,53.0,66,39.3,0.5074626865671642,28.7,49.66666666666666
35,50.0,67,40.0,0.5147058823529411,30.0,51.0
36,47.0,68,40.7,0.5217391304347826,31.3,52.333333333333336
37,44.0,69,41.4,0.5285714285714286,32.6,53.66666666666666
38,41.0,70,42.1,0.5352112676056338,33.9,55.0
39,38.0,71,42.8,0.5416666666666666,35.2,56.333333333333336
40,35.0,72,43.5,0.547945205479452,36.5,57.66666666666666
41,32.0,73,44.2,0.5540540540540541,37.8,59.0
42,29.0,74,44.9,0.56,39.1,60.333333333333336
43,26.0,75,45.6,0.5657894736842105,40.4,61.66666666666666
44,23.0,76,46.3,0.5714285714285714,41.7,63.0
45,20.0,77,47.0,0.5769230769230769,43.0,64.33333333333333
46,17.0,78,47.7,0.5822784810126582,44.3,65.66666666666667
25,80.0,79,33.0,0.3125,17.0,30.33333333333333
26,77.0,80,33.7,0.3209876543209876,18.3,31.666666666666668
27,74.0,81,34.4,0.3292682926829268,19.6,33.0
28,71.0,82,35.1,0.3373493975903614,20.9,34.333333333333336
29,68.0,83,35.8,0.3452380952380952,22.2,35.666666666666664
30,65.0,84,36.5,0.3529411764705882,23.5,37.0
31,62.0,85,37.2,0.3604651162790697,24.8,38.333333333333336
32,59.0,86,37.9,0.367816091954023,26.1,39.66666666666666
33,56.0,87,38.6,0.375,27.4,41.0
34,53.0,88,39.3,0.3820224719101123,28.7,42.333333333333336
35,50.0,89,40.0,0.3888888888888889,30.0,43.66666666666666
36,47.0,90,40.7,0.3956043956043956,31.3,45.0
37,44.0,91,41.4,0.4021739130434782,32.6,46.333333333333336
38,41.0,92,42.1,0.4086021505376344,33.9,47.66666666666666
39,38.0,93,42.8,0.4148936170212766,35.2,49.0
40,35.0,94,43.5,0.4210526315789473,36.5,50.333333333333336
41,32.0,95,44.2,0.4270833333333333,37.8,51.66666666666666
42,29.0,96,44.9,0.4329896907216495,39.1,53.0
43,26.0,97,45.6,0.4387755102040816,40.4,54.333333333333336
44,23.0,98,46.3,0.4444444444444444,41.7,55.66666666666666
45,20.0,99,47.0,0.45,43.0,57.0
46,17.0,100,47.7,0.4554455445544554,44.3,58.333333333333336
25,80.0,1,33.0,12.5,17.0,56.333333333333336
26,77.0,2,33.7,8.666666666666666,18.3,57.66666666666666
27,74.0,3,34.4,6.75,19.6,59.0
28,71.0,4,35.1,5.6,20.9,60.333333333333336
29,68.0,5,35.8,4.833333333333333,22.2,61.66666666666666
30,65.0,6,36.5,4.285714285714286,23.5,63.0
31,62.0,7,37.2,3.875,24.8,64.33333333333333
32,59.0,8,37.9,3.555555555555556,26.1,65.66666666666667
33,56.0,9,38.6,3.3,27.4,67.0
34,53.0,10,39.3,3.090909090909091,28.7,68.33333333333333
35,50.0,11,40.0,2.9166666666666665,30.0,69.66666666666667
36,47.0,12,40.7,2.769230769230769,31.3,71.0
37,44.0,13,41.4,2.642857142857143,32.6,72.33333333333333
38,41.0,14,42.1,2.533333333333333,33.9,73.66666666666667
39,38.0,15,42.8,2.4375,35.2,75.0
40,35.0,16,43.5,2.3529411764705883,36.5,76.33333333333333
41,32.0,17,44.2,2.2777777777777777,37.8,77.66666666666667
42,29.0,18,44.9,2.210526315789474,39.1,79.0
43,26.0,19,45.6,2.15,40.4,80.33333333333333
44,23.0,20,46.3,2.095238095238096,41.7,81.66666666666667
45,20.0,21,47.0,2.0454545454545454,43.0,83.0
46,17.0,22,47.7,2.0,44.3,84.33333333333333
25,80.0,23,33.0,1.0416666666666667,17.0,49.0
26,77.3,24,33.730000000000004,1.04,18.27,50.23333333333333
27,74.6,25,34.46,1.0384615384615383,19.54,51.46666666666667
28,71.9,26,35.19,1.037037037037037,20.81,52.7
29,69.2,27,35.92,1.0357142857142858,22.08,53.93333333333334
30,66.5,28,36.65,1.0344827586206895,23.35,55.16666666666666
31,63.8,29,37.38,1.0333333333333334,24.62,56.4
32,61.1,30,38.11,1.032258064516129,25.89,57.63333333333333
33,58.4,31,38.84,1.03125,27.16,58.86666666666667
34,55.7,32,39.57,1.0303030303030305,28.43,60.1
35,53.0,33,40.3,1.0294117647058822,29.7,61.333333333333336
36,50.3,34,41.03,1.0285714285714285,30.97,62.56666666666666
37,47.6,35,41.76,1.0277777777777777,32.24,63.8
38,44.9,36,42.49,1.027027027027027,33.51,65.03333333333333
39,42.2,37,43.22,1.0263157894736843,34.78,66.26666666666667
40,39.5,38,43.95,1.0256410256410255,36.05,67.5
41,36.8,39,44.68,1.025,37.32,68.73333333333333
42,34.1,40,45.41,1.024390243902439,38.59,69.96666666666667
43,31.4,41,46.14,1.0238095238095235,39.86,71.2
44,28.7,42,46.87,1.0232558139534884,41.13,72.43333333333334
45,26.0,43,47.6,1.0227272727272727,42.4,73.66666666666667
46,23.3,44,48.33,1.022222222222222,43.67,74.89999999999999
25,80.0,45,33.0,0.5434782608695652,17.0,41.66666666666666
26,77.0,46,33.7,0.5531914893617021,18.3,43.0
27,74.0,47,34.4,0.5625,19.6,44.333333333333336
28,71.0,48,35.1,0.5714285714285714,20.9,45.66666666666666
29,68.0,49,35.8,0.58,22.2,47.0
30,65.0,50,36.5,0.5882352941176471,23.5,48.333333333333336
31,62.0,51,37.2,0.5961538461538461,24.8,49.66666666666666
32,59.0,52,37.9,0.6037735849056604,26.1,51.0
33,56.0,53,38.6,0.6111111111111112,27.4,52.333333333333336
34,53.0,54,39.3,0.6181818181818182,28.7,53.66666666666666
35,50.0,55,40.0,0.625,30.0,55.0
36,47.0,56,40.7,0.631578947368421,31.3,56.333333333333336
37,44.0,57,41.4,0.6379310344827587,32.6,57.66666666666666
38,41.0,58,42.1,0.6440677966101694,33.9,59.0
39,38.0,59,42.8,0.65,35.2,60.333333333333336
40,35.0,60,43.5,0.6557377049180327,36.5,61.66666666666666
41,32.0,61,44.2,0.6612903225806451,37.8,63.0
42,29.0,62,44.9,0.6666666666666666,39.1,64.33333333333333
43,26.0,63,45.6,0.671875,40.4,65.66666666666667
44,23.0,64,46.3,0.676923076923077,41.7,67.0
45,20.0,65,47.0,0.6818181818181818,43.0,68.33333333333333
46,17.0,66,47.7,0.6865671641791045,44.3,69.66666666666667
25,80.0,67,33.0,0.3676470588235294,17.0,34.333333333333336
26,77.5,68,33.75,0.3768115942028985,18.25,35.5
27,75.0,69,34.5,0.3857142857142857,19.5,36.66666666666666
28,72.5,70,35.25,0.3943661971830985,20.75,37.833333333333336
29,70.0,71,36.0,0.4027777777777778,22.0,39.0
30,67.5,72,36.75,0.410958904109589,23.25,40.16666666666666
31,65.0,73,37.5,0.4189189189189189,24.5,41.333333333333336
32,62.5,74,38.25,0.4266666666666667,25.75,42.5
33,60.0,75,39.0,0.4342105263157895,27.0,43.66666666666666
34,57.5,76,39.75,0.4415584415584415,28.25,44.833333333333336
35,55.0,77,40.5,0.4487179487179487,29.5,46.0
36,52.5,78,41.25,0.4556962025316455,30.75,47.16666666666666
37,50.0,79,42.0,0.4625,32.0,48.333333333333336
38,47.5,80,42.75,0.4691358024691358,33.25,49.5
39,45.0,81,43.5,0.4756097560975609,34.5,50.66666666666666
40,42.5,82,44.25,0.4819277108433735,35.75,51.833333333333336
41,40.0,83,45.0,0.4880952380952381,37.0,53.0
42,37.5,84,45.75,0.4941176470588235,38.25,54.16666666666666
43,35.0,85,46.5,0.5,39.5,55.333333333333336
44,32.5,86,47.25,0.5057471264367817,40.75,56.5
45,30.0,87,48.0,0.5113636363636364,42.0,57.66666666666666
46,27.5,88,48.75,0.5168539325842697,43.25,58.833333333333336
25,80.0,89,33.0,0.2777777777777778,17.0,27.0
26,77.3,90,33.730000000000004,0.2857142857142857,18.27,28.23333333333333
27,74.6,91,34.46,0.2934782608695652,19.54,29.46666666666667
28,71.9,92,35.19,0.3010752688172043,20.81,30.7
29,69.2,93,35.92,0.3085106382978723,22.08,31.933333333333334
30,66.5,94,36.65,0.3157894736842105,23.35,33.166666666666664
31,63.8,95,37.38,0.3229166666666667,24.62,34.4
32,61.1,96,38.11,0.3298969072164948,25.89,35.63333333333333
33,58.4,97,38.84,0.336734693877551,27.16,36.86666666666667
34,55.7,98,39.57,0.3434343434343434,28.43,38.1
35,53.0,99,40.3,0.35,29.7,39.333333333333336
36,50.3,100,41.03,0.3564356435643564,30.97,40.56666666666667
37,47.6,1,41.76,18.5,32.24,75.13333333333334
38,44.9,2,42.49,12.666666666666666,33.51,76.36666666666666
39,42.2,3,43.22,9.75,34.78,77.60000000000001
40,39.5,4,43.95,8.0,36.05,78.83333333333333
41,36.8,5,44.68,6.833333333333333,37.32,80.06666666666666
42,34.1,6,45.41,6.0,38.59,81.3
43,31.4,7,46.14,5.375,39.86,82.53333333333333
44,28.7,8,46.87,4.888888888888889,41.13,83.76666666666667
45,26.0,9,47.6,4.5,42.4,85.0
46,23.3,10,48.33,4.181818181818182,43.67,86.23333333333333
25,80.0,11,33.0,2.083333333333333,17.0,53.0
26,77.0,12,33.7,2.0,18.3,54.333333333333336
27,74.0,13,34.4,1.9285714285714288,19.6,55.66666666666666
28,71.0,14,35.1,1.8666666666666667,20.9,57.0
29,68.0,15,35.8,1.8125,22.2,58.333333333333336
30,65.0,16,36.5,1.7647058823529411,23.5,59.66666666666666
31,62.0,17,37.2,1.7222222222222223,24.8,61.0
32,59.0,18,37.9,1.6842105263157894,26.1,62.333333333333336
33,56.0,19,38.6,1.65,27.4,63.66666666666666
34,53.0,20,39.3,1.619047619047619,28.7,65.0
35,50.0,21,40.0,1.5909090909090908,30.0,66.33333333333333
36,47.0,22,40.7,1.565217391304348,31.3,67.66666666666667
37,44.0,23,41.4,1.5416666666666667,32.6,69.0
38,41.0,24,42.1,1.52,33.9,70.33333333333333
39,38.0,25,42.8,1.5,35.2,71.66666666666667
40,35.0,26,43.5,1.4814814814814814,36.5,73.0
41,32.0,27,44.2,1.4642857142857142,37.8,74.33333333333333
42,29.0,28,44.9,1.4482758620689655,39.1,75.66666666666667
43,26.0,29,45.6,1.4333333333333331,40.4,77.0
44,23.0,30,46.3,1.4193548387096775,41.7,78.33333333333333
45,20.0,31,47.0,1.40625,43.0,79.66666666666667
46,17.0,32,47.7,1.393939393939394,44.3,81.0
25,80.0,33,33.0,0.7352941176470589,17.0,45.66666666666666
26,77.5,34,33.75,0.7428571428571429,18.25,46.833333333333336
27,75.0,35,34.5,0.75,19.5,48.0
28,72.5,36,35.25,0.7567567567567568,20.75,49.16666666666666
29,70.0,37,36.0,0.7631578947368421,22.0,50.333333333333336
30,67.5,38,36.75,0.7692307692307693,23.25,51.5
31,65.0,39,37.5,0.775,24.5,52.66666666666666
32,62.5,40,38.25,0.7804878048780488,25.75,53.833333333333336
33,60.0,41,39.0,0.7857142857142857,27.0,55.0
34,57.5,42,39.75,0.7906976744186046,28.25,56.16666666666666
35,55.0,43,40.5,0.7954545454545454,29.5,57.333333333333336
36,52.5,44,41.25,0.8,30.75,58.5
37,50.0,45,42.0,0.8043478260869565,32.0,59.66666666666666
38,47.5,46,42.75,0.8085106382978723,33.25,60.833333333333336
39,45.0,47,43.5,0.8125,34.5,62.0
40,42.5,48,44.25,0.8163265306122449,35.75,63.16666666666666
41,40.0,49,45.0,0.82,37.0,64.33333333333333
42,37.5,50,45.75,0.8235294117647058,38.25,65.5
43,35.0,51,46.5,0.8269230769230769,39.5,66.66666666666667
44,32.5,52,47.25,0.8301886792452831,40.75,67.83333333333333
45,30.0,53,48.0,0.8333333333333334,42.0,69.0
46,27.5,54,48.75,0.8363636363636363,43.25,70.16666666666667
25,80.0,55,33.0,0.4464285714285714,17.0,38.333333333333336
26,77.3,56,33.730000000000004,0.4561403508771929,18.27,39.56666666666667
27,74.6,57,34.46,0.4655172413793103,19.54,40.8
28,71.9,58,35.19,0.4745762711864407,20.81,42.03333333333333
29,69.2,59,35.92,0.4833333333333333,22.08,43.26666666666667
30,66.5,60,36.65,0.4918032786885246,23.35,44.5
31,63.8,61,37.38,0.5,24.62,45.73333333333333
32,61.1,62,38.11,0.5079365079365079,25.89,46.96666666666667
33,58.4,63,38.84,0.515625,27.16,48.2
34,55.7,64,39.57,0.5230769230769231,28.43,49.43333333333334
35,53.0,65,40.3,0.5303030303030303,29.7,50.66666666666666
36,50.3,66,41.03,0.5373134328358209,30.97,51.9
37,47.6,67,41.76,0.5441176470588235,32.24,53.13333333333333
38,44.9,68,42.49,0.5507246376811594,33.51,54.36666666666667
39,42.2,69,43.22,0.5571428571428572,34.78,55.6
40,39.5,70,43.95,0.5633802816901409,36.05,56.833333333333336
41,36.8,71,44.68,0.5694444444444444,37.32,58.06666666666666
42,34.1,72,45.41,0.5753424657534246,38.59,59.3
43,31.4,73,46.14,0.581081081081081,39.86,60.53333333333333
44,28.7,74,46.87,0.5866666666666667,41.13,61.76666666666667
45,26.0,75,47.6,0.5921052631578947,42.4,63.0
46,23.3,76,48.33,0.5974025974025974,43.67,64.23333333333333
25,80.0,77,33.0,0.3205128205128205,17.0,31.0
26,78.0,78,33.8,0.3291139240506329,18.2,32.0
27,76.0,79,34.6,0.3375,19.4,33.0
28,74.0,80,35.4,0.345679012345679,20.6,34.0
29,72.0,81,36.2,0.3536585365853658,21.8,35.0
30,70.0,82,37.0,0.3614457831325301,23.0,36.0
31,68.0,83,37.8,0.369047619047619,24.2,37.0
32,66.0,84,38.6,0.3764705882352941,25.4,38.0
33,64.0,85,39.4,0.3837209302325581,26.6,39.0
34,62.0,86,40.2,0.3908045977011494,27.8,40.0
35,60.0,87,41.0,0.3977272727272727,29.0,41.0
36,58.0,88,41.8,0.4044943820224719,30.2,42.0
37,56.0,89,42.6,0.4111111111111111,31.4,43.0
38,54.0,90,43.4,0.4175824175824176,32.6,44.0
39,52.0,91,44.2,0.4239130434782608,33.8,45.0
40,50.0,92,45.0,0.4301075268817204,35.0,46.0
41,48.0,93,45.8,0.4361702127659574,36.2,47.0
42,46.0,94,46.6,0.4421052631578947,37.4,48.0
43,44.0,95,47.4,0.4479166666666667,38.6,49.0
44,42.0,96,48.2,0.4536082474226804,39.8,50.0
45,40.0,97,49.0,0.4591836734693877,41.0,51.0
46,38.0,98,49.8,0.4646464646464646,42.2,52.0
25,80.0,99,33.0,0.25,17.0,23.666666666666668
26,78.0,100,33.8,0.2574257425742574,18.2,24.666666666666668
27,76.0,1,34.6,13.5,19.4,59.0
28,74.0,2,35.4,9.333333333333334,20.6,60.0
29,72.0,3,36.2,7.25,21.8,61.0
30,70.0,4,37.0,6.0,23.0,62.0
31,68.0,5,37.8,5.166666666666667,24.2,63.0
32,66.0,6,38.6,4.571428571428571,25.4,64.0
33,64.0,7,39.4,4.125,26.6,65.0
34,62.0,8,40.2,3.7777777777777777,27.8,66.0
35,60.0,9,41.0,3.5,29.0,67.0
36,58.0,10,41.8,3.272727272727273,30.2,68.0
37,56.0,11,42.6,3.083333333333333,31.4,69.0
38,54.0,12,43.4,2.923076923076923,32.6,70.0
39,52.0,13,44.2,2.7857142857142856,33.8,71.0
40,50.0,14,45.0,2.6666666666666665,35.0,72.0
41,48.0,15,45.8,2.5625,36.2,73.0
42,46.0,16,46.6,2.4705882352941178,37.4,74.0
43,44.0,17,47.4,2.388888888888889,38.6,75.0
44,42.0,18,48.2,2.3157894736842106,39.8,76.0
45,40.0,19,49.0,2.25,41.0,77.0
46,38.0,20,49.8,2.1904761904761907,42.2,78.0
25,80.0,21,33.0,1.1363636363636365,17.0,49.66666666666666
26,77.0,22,33.7,1.1304347826086956,18.3,51.0
27,74.0,23,34.4,1.125,19.6,52.333333333333336
28,71.0,24,35.1,1.12,20.9,53.66666666666666
29,68.0,25,35.8,1.1153846153846154,22.2,55.0
30,65.0,26,36.5,1.1111111111111112,23.5,56.333333333333336
31,62.0,27,37.2,1.1071428571428572,24.8,57.66666666666666
32,59.0,28,37.9,1.103448275862069,26.1,59.0
33,56.0,29,38.6,1.1,27.4,60.333333333333336
34,53.0,30,39.3,1.096774193548387,28.7,61.66666666666666
35,50.0,31,40.0,1.09375,30.0,63.0
36,47.0,32,40.7,1.0909090909090908,31.3,64.33333333333333
37,44.0,33,41.4,1.088235294117647,32.6,65.66666666666667
38,41.0,34,42.1,1.0857142857142856,33.9,67.0
39,38.0,35,42.8,1.0833333333333333,35.2,68.33333333333333
40,35.0,36,43.5,1.0810810810810811,36.5,69.66666666666667
41,32.0,37,44.2,1.0789473684210529,37.8,71.0
42,29.0,38,44.9,1.0769230769230769,39.1,72.33333333333333
43,26.0,39,45.6,1.075,40.4,73.66666666666667
44,23.0,40,46.3,1.0731707317073171,41.7,75.0
45,20.0,41,47.0,1.0714285714285714,43.0,76.33333333333333
