dataset_source,dataset_origin,plant_name,recommended_soil,growth_stage,temperature,humidity,soil_moisture,country,state,city,hemisphere,is_tropical_country,temperature_f,temperature_range,hot_day,cold_day,optimal_temperature,humidity_level,high_humidity,low_humidity,optimal_humidity,soil_status,dry_soil,wet_soil,optimal_soil,growth_progress,irrigation_score,irrigation_needed,irrigation_priority,watering_needed,water_stress,dryness_index,heat_index,evaporation_risk,good_growing_conditions
cropdata_updated,external,wheat,red soil,maturation,26,77.0,16,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Dry,1,0,0,-1,114.0,1,High,1,1.5294117647058822,18.3,33.7,53.0,0
cropdata_updated,external,wheat,red soil,maturation,27,74.0,17,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Dry,1,0,0,-1,115.0,1,High,1,1.5,19.6,34.4,54.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,28,71.0,18,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Dry,1,0,0,-1,116.0,1,High,1,1.4736842105263157,20.9,35.1,55.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,29,68.0,19,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Dry,1,0,0,-1,117.0,1,High,1,1.45,22.2,35.8,57.0,0
cropdata_updated,external,wheat,red soil,maturation,30,65.0,20,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Dry,1,0,0,-1,118.0,1,High,1,1.4285714285714286,23.5,36.5,58.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,31,62.0,21,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,119.0,1,High,1,1.4090909090909092,24.8,37.2,59.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,32,59.0,22,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,120.0,1,High,1,1.391304347826087,26.1,37.9,61.0,0
cropdata_updated,external,wheat,red soil,maturation,33,56.0,23,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,121.0,1,High,1,1.375,27.4,38.6,62.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,34,53.0,24,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,122.0,1,High,1,1.36,28.7,39.3,63.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,35,50.0,25,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,123.0,1,High,1,1.3461538461538463,30.0,40.0,65.0,0
cropdata_updated,external,wheat,red soil,maturation,36,47.0,26,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,124.0,1,High,1,1.3333333333333333,31.3,40.7,66.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,37,44.0,27,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,125.0,1,High,1,1.3214285714285714,32.6,41.4,67.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,38,41.0,28,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,126.0,1,High,1,1.3103448275862069,33.9,42.1,69.0,0
cropdata_updated,external,wheat,red soil,maturation,39,38.0,29,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Low,0,0,0,Dry,1,0,0,-1,127.0,1,High,1,1.3,35.2,42.8,70.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,40,35.0,30,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,128.0,1,High,1,1.2903225806451613,36.5,43.5,71.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,41,32.0,31,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,129.0,1,High,1,1.28125,37.8,44.2,73.0,0
cropdata_updated,external,wheat,red soil,maturation,42,29.0,32,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,130.0,1,High,1,1.2727272727272727,39.1,44.9,74.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,43,26.0,33,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,131.0,1,High,1,1.2647058823529411,40.4,45.6,75.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,44,23.0,34,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,132.0,1,High,1,1.2571428571428571,41.7,46.3,77.0,0
cropdata_updated,external,wheat,red soil,maturation,45,20.0,35,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,133.0,1,High,1,1.25,43.0,47.0,78.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,46,17.0,36,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,134.0,1,High,1,1.2432432432432432,44.3,47.7,79.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,25,80.0,37,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Optimal,0,0,1,-1,91.0,1,High,1,0.6578947368421053,17.0,33.0,44.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,26,77.0,38,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Optimal,0,0,1,-1,92.0,1,High,1,0.6666666666666666,18.3,33.7,45.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,27,74.0,39,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Optimal,0,0,1,-1,93.0,1,High,1,0.675,19.6,34.4,47.0,0
cropdata_updated,external,wheat,red soil,maturation,28,71.0,40,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Optimal,0,0,1,-1,94.0,1,High,1,0.6829268292682927,20.9,35.1,48.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,29,68.0,41,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Optimal,0,0,1,-1,95.0,1,High,1,0.6904761904761905,22.2,35.8,49.666666666666664,1
cropdata_updated,external,wheat,red soil,maturation,30,65.0,42,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Optimal,0,0,1,-1,96.0,1,High,1,0.6976744186046512,23.5,36.5,51.0,1
cropdata_updated,external,wheat,red soil,maturation,31,62.0,43,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,97.0,1,High,1,0.7045454545454546,24.8,37.2,52.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,32,59.0,44,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,98.0,1,High,1,0.7111111111111111,26.1,37.9,53.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,33,56.0,45,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,99.0,1,High,1,0.717391304347826,27.4,38.6,55.0,0
cropdata_updated,external,wheat,red soil,maturation,34,53.0,46,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,100.0,1,High,1,0.723404255319149,28.7,39.3,56.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,35,50.0,47,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,101.0,1,High,1,0.7291666666666666,30.0,40.0,57.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,36,47.0,48,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,102.0,1,High,1,0.7346938775510204,31.3,40.7,59.0,0
cropdata_updated,external,wheat,red soil,maturation,37,44.0,49,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,103.0,1,High,1,0.74,32.6,41.4,60.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,38,41.0,50,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,104.0,1,High,1,0.7450980392156863,33.9,42.1,61.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,39,38.0,51,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,105.0,1,High,1,0.75,35.2,42.8,63.0,0
cropdata_updated,external,wheat,red soil,maturation,40,35.0,52,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,106.0,1,High,1,0.7547169811320755,36.5,43.5,64.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,41,32.0,53,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,107.0,1,High,1,0.7592592592592593,37.8,44.2,65.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,42,29.0,54,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,108.0,1,High,1,0.7636363636363637,39.1,44.9,67.0,0
cropdata_updated,external,wheat,red soil,maturation,43,26.0,55,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,109.0,1,High,1,0.7678571428571429,40.4,45.6,68.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,44,23.0,56,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,110.0,1,High,1,0.7719298245614035,41.7,46.3,69.66666666666667,0
cropdata_updated,external,wheat,red soil,maturation,45,20.0,57,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,111.0,1,High,1,0.7758620689655172,43.0,47.0,71.0,0
cropdata_updated,external,wheat,red soil,maturation,46,17.0,58,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,112.0,1,High,1,0.7796610169491526,44.3,47.7,72.33333333333333,0
cropdata_updated,external,wheat,red soil,maturation,25,80.0,59,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Optimal,0,0,1,-1,69.0,0,Medium,1,0.4166666666666667,17.0,33.0,37.0,0
cropdata_updated,external,wheat,red soil,maturation,26,77.3,60,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Optimal,0,0,1,-1,69.88,0,Medium,1,0.4262295081967213,18.27,33.730000000000004,38.233333333333334,0
cropdata_updated,external,wheat,red soil,maturation,27,74.6,61,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Optimal,0,0,1,-1,70.76,0,Medium,1,0.43548387096774194,19.54,34.46,39.46666666666667,0
cropdata_updated,external,wheat,red soil,maturation,28,71.9,62,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Optimal,0,0,1,-1,71.64,0,Medium,1,0.4444444444444444,20.81,35.19,40.699999999999996,0
cropdata_updated,external,wheat,red soil,maturation,29,69.2,63,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Optimal,0,0,1,-1,72.52,0,Medium,1,0.453125,22.08,35.92,41.93333333333333,1
cropdata_updated,external,wheat,red soil,maturation,30,66.5,64,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Optimal,0,0,1,-1,73.4,0,Medium,1,0.46153846153846156,23.35,36.65,43.166666666666664,1
cropdata_updated,external,wheat,red soil,maturation,31,63.8,65,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,74.28,0,Medium,1,0.4696969696969697,24.62,37.38,44.4,0
cropdata_updated,external,wheat,red soil,maturation,32,61.1,66,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,75.16,0,Medium,1,0.47761194029850745,25.89,38.11,45.63333333333333,0
cropdata_updated,external,wheat,red soil,maturation,33,58.4,67,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,76.04,0,Medium,1,0.4852941176470588,27.16,38.84,46.86666666666667,0
cropdata_updated,external,wheat,red soil,maturation,34,55.7,68,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,76.92,0,Medium,1,0.4927536231884058,28.43,39.57,48.1,0
cropdata_updated,external,wheat,red soil,maturation,35,53.0,69,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,77.8,0,Medium,1,0.5,29.7,40.3,49.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,36,50.3,70,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,78.68,0,Medium,2,0.5070422535211268,30.97,41.03,50.56666666666666,0
cropdata_updated,external,wheat,red soil,maturation,37,47.6,71,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,79.56,0,Medium,2,0.5138888888888888,32.24,41.76,51.800000000000004,0
cropdata_updated,external,wheat,red soil,maturation,38,44.9,72,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,80.44,1,High,2,0.5205479452054794,33.51,42.49,53.03333333333333,0
cropdata_updated,external,wheat,red soil,maturation,39,42.2,73,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,81.32,1,High,2,0.527027027027027,34.78,43.22,54.26666666666667,0
cropdata_updated,external,wheat,red soil,maturation,40,39.5,74,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Low,0,0,0,Wet,0,1,0,-1,82.2,1,High,2,0.5333333333333333,36.05,43.95,55.5,0
cropdata_updated,external,wheat,red soil,maturation,41,36.8,75,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Low,0,0,0,Wet,0,1,0,-1,83.08,1,High,2,0.5394736842105263,37.32,44.68,56.73333333333333,0
cropdata_updated,external,wheat,red soil,maturation,42,34.1,76,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Wet,0,1,0,-1,83.96,1,High,2,0.5454545454545454,38.59,45.41,57.96666666666667,0
cropdata_updated,external,wheat,red soil,maturation,43,31.4,77,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Wet,0,1,0,-1,84.84,1,High,2,0.5512820512820513,39.86,46.14,59.199999999999996,0
cropdata_updated,external,wheat,red soil,maturation,44,28.7,78,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Wet,0,1,0,-1,85.72,1,High,2,0.5569620253164557,41.13,46.87,60.43333333333334,0
cropdata_updated,external,wheat,red soil,maturation,45,26.0,79,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Wet,0,1,0,-1,86.6,1,High,2,0.5625,42.4,47.6,61.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,46,23.3,80,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Wet,0,1,0,-1,87.48,1,High,2,0.5679012345679012,43.67,48.33,62.9,0
cropdata_updated,external,wheat,red soil,maturation,25,80.0,81,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Wet,0,1,0,-1,47.0,0,Medium,0,0.3048780487804878,17.0,33.0,29.666666666666668,0
cropdata_updated,external,wheat,red soil,maturation,26,77.0,82,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Wet,0,1,0,-1,48.0,0,Medium,0,0.3132530120481928,18.3,33.7,31.0,0
cropdata_updated,external,wheat,red soil,maturation,27,74.0,83,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Wet,0,1,0,-1,49.0,0,Medium,0,0.32142857142857145,19.6,34.4,32.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,28,71.0,84,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Wet,0,1,0,-1,50.0,0,Medium,0,0.32941176470588235,20.9,35.1,33.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,29,68.0,85,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Wet,0,1,0,-1,51.0,0,Medium,0,0.3372093023255814,22.2,35.8,35.0,0
cropdata_updated,external,wheat,red soil,maturation,30,65.0,86,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Wet,0,1,0,-1,52.0,0,Medium,0,0.3448275862068966,23.5,36.5,36.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,31,62.0,87,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,53.0,0,Medium,0,0.3522727272727273,24.8,37.2,37.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,32,59.0,88,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,54.0,0,Medium,0,0.3595505617977528,26.1,37.9,39.0,0
cropdata_updated,external,wheat,red soil,maturation,33,56.0,89,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,55.0,0,Medium,0,0.36666666666666664,27.4,38.6,40.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,34,53.0,90,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,56.0,0,Medium,0,0.37362637362637363,28.7,39.3,41.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,35,50.0,91,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,57.0,0,Medium,0,0.3804347826086957,30.0,40.0,43.0,0
cropdata_updated,external,wheat,red soil,maturation,36,47.0,92,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,58.0,0,Medium,0,0.3870967741935484,31.3,40.7,44.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,37,44.0,93,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,59.0,0,Medium,0,0.39361702127659576,32.6,41.4,45.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,38,41.0,94,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,60.0,0,Medium,0,0.4,33.9,42.1,47.0,0
cropdata_updated,external,wheat,red soil,maturation,39,38.0,95,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Low,0,0,0,Wet,0,1,0,-1,61.0,0,Medium,0,0.40625,35.2,42.8,48.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,40,35.0,96,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Low,0,0,0,Wet,0,1,0,-1,62.0,0,Medium,0,0.41237113402061853,36.5,43.5,49.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,41,32.0,97,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Low,0,1,0,Wet,0,1,0,-1,63.0,0,Medium,0,0.41836734693877553,37.8,44.2,51.0,0
cropdata_updated,external,wheat,red soil,maturation,42,29.0,98,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Wet,0,1,0,-1,64.0,0,Medium,0,0.42424242424242425,39.1,44.9,52.333333333333336,0
cropdata_updated,external,wheat,red soil,maturation,43,26.0,99,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Wet,0,1,0,-1,65.0,0,Medium,0,0.43,40.4,45.6,53.666666666666664,0
cropdata_updated,external,wheat,red soil,maturation,44,23.0,100,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Wet,0,1,0,-1,66.0,0,Medium,0,0.43564356435643564,41.7,46.3,55.0,0
cropdata_updated,external,wheat,red soil,harvest,45,20.0,1,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Dry,1,0,0,-1,167.0,1,High,1,22.5,43.0,47.0,89.66666666666667,0
cropdata_updated,external,wheat,red soil,harvest,46,17.0,2,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Dry,1,0,0,-1,168.0,1,High,1,15.333333333333334,44.3,47.7,91.0,0
cropdata_updated,external,wheat,red soil,harvest,25,80.0,3,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Dry,1,0,0,-1,125.0,1,High,1,6.25,17.0,33.0,55.666666666666664,0
cropdata_updated,external,wheat,red soil,harvest,26,77.5,4,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Dry,1,0,0,-1,125.8,1,High,1,5.2,18.25,33.75,56.833333333333336,0
cropdata_updated,external,wheat,red soil,harvest,27,75.0,5,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Dry,1,0,0,-1,126.6,1,High,1,4.5,19.5,34.5,58.0,0
cropdata_updated,external,wheat,red soil,harvest,28,72.5,6,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Dry,1,0,0,-1,127.4,1,High,1,4.0,20.75,35.25,59.166666666666664,0
cropdata_updated,external,wheat,red soil,harvest,29,70.0,7,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Dry,1,0,0,-1,128.2,1,High,1,3.625,22.0,36.0,60.333333333333336,0
cropdata_updated,external,wheat,red soil,harvest,30,67.5,8,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Dry,1,0,0,-1,129.0,1,High,1,3.3333333333333335,23.25,36.75,61.5,0
cropdata_updated,external,wheat,red soil,harvest,31,65.0,9,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,129.8,1,High,1,3.1,24.5,37.5,62.666666666666664,0
cropdata_updated,external,wheat,red soil,harvest,32,62.5,10,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,130.6,1,High,1,2.909090909090909,25.75,38.25,63.833333333333336,0
cropdata_updated,external,wheat,red soil,harvest,33,60.0,11,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,131.4,1,High,1,2.75,27.0,39.0,65.0,0
cropdata_updated,external,wheat,red soil,harvest,34,57.5,12,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,132.2,1,High,1,2.6153846153846154,28.25,39.75,66.16666666666667,0
cropdata_updated,external,wheat,red soil,harvest,35,55.0,13,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,133.0,1,High,1,2.5,29.5,40.5,67.33333333333333,0
cropdata_updated,external,wheat,red soil,harvest,36,52.5,14,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,133.8,1,High,1,2.4,30.75,41.25,68.5,0
cropdata_updated,external,wheat,red soil,harvest,37,50.0,15,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,134.6,1,High,1,2.3125,32.0,42.0,69.66666666666667,0
cropdata_updated,external,wheat,red soil,harvest,38,47.5,16,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,135.4,1,High,1,2.235294117647059,33.25,42.75,70.83333333333333,0
cropdata_updated,external,wheat,red soil,harvest,39,45.0,17,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,136.2,1,High,1,2.1666666666666665,34.5,43.5,72.0,0
cropdata_updated,external,wheat,red soil,harvest,40,42.5,18,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,137.0,1,High,1,2.1052631578947367,35.75,44.25,73.16666666666667,0
cropdata_updated,external,wheat,red soil,harvest,41,40.0,19,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,137.8,1,High,1,2.05,37.0,45.0,74.33333333333333,0
cropdata_updated,external,wheat,red soil,harvest,42,37.5,20,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,0,0,Dry,1,0,0,-1,138.6,1,High,1,2.0,38.25,45.75,75.5,0
cropdata_updated,external,wheat,red soil,harvest,43,35.0,21,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,0,0,Dry,1,0,0,-1,139.4,1,High,1,1.9545454545454546,39.5,46.5,76.66666666666667,0
cropdata_updated,external,wheat,red soil,harvest,44,32.5,22,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Dry,1,0,0,-1,140.2,1,High,1,1.9130434782608696,40.75,47.25,77.83333333333333,0
cropdata_updated,external,wheat,red soil,harvest,45,30.0,23,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Dry,1,0,0,-1,141.0,1,High,1,1.875,42.0,48.0,79.0,0
cropdata_updated,external,wheat,red soil,harvest,46,27.5,24,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Dry,1,0,0,-1,141.8,1,High,1,1.84,43.25,48.75,80.16666666666667,0
cropdata_updated,external,wheat,red soil,harvest,25,80.0,25,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Dry,1,0,0,-1,103.0,1,High,1,0.9615384615384616,17.0,33.0,48.333333333333336,0
cropdata_updated,external,wheat,red soil,harvest,26,77.3,26,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Dry,1,0,0,-1,103.88,1,High,1,0.9629629629629629,18.27,33.730000000000004,49.56666666666666,0
cropdata_updated,external,wheat,red soil,harvest,27,74.6,27,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Dry,1,0,0,-1,104.76,1,High,1,0.9642857142857143,19.54,34.46,50.800000000000004,0
cropdata_updated,external,wheat,red soil,harvest,28,71.9,28,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Dry,1,0,0,-1,105.64,1,High,1,0.9655172413793104,20.81,35.19,52.03333333333333,0
