recommended_soil,temperature,humidity,soil_moisture
sandy soil,26,77.0,80
sandy soil,27,74.0,81
sandy soil,28,71.0,82
sandy soil,29,68.0,83
sandy soil,30,65.0,84
sandy soil,31,62.0,85
sandy soil,32,59.0,86
sandy soil,33,56.0,87
sandy soil,34,53.0,88
sandy soil,35,50.0,89
sandy soil,36,47.0,90
sandy soil,37,44.0,91
sandy soil,38,41.0,92
sandy soil,39,38.0,93
sandy soil,40,35.0,94
sandy soil,41,32.0,95
sandy soil,42,29.0,96
sandy soil,43,26.0,97
sandy soil,44,23.0,98
sandy soil,45,20.0,99
sandy soil,46,17.0,100
sandy soil,25,80.0,1
sandy soil,26,77.0,2
sandy soil,27,74.0,3
sandy soil,28,71.0,4
sandy soil,29,68.0,5
sandy soil,30,65.0,6
sandy soil,31,62.0,7
sandy soil,32,59.0,8
sandy soil,33,56.0,9
sandy soil,34,53.0,10
sandy soil,35,50.0,11
sandy soil,36,47.0,12
sandy soil,37,44.0,13
sandy soil,38,41.0,14
sandy soil,39,38.0,15
sandy soil,40,35.0,16
sandy soil,41,32.0,17
sandy soil,42,29.0,18
sandy soil,43,26.0,19
sandy soil,44,23.0,20
sandy soil,45,20.0,21
sandy soil,46,17.0,22
sandy soil,25,80.0,23
sandy soil,26,77.0,24
sandy soil,27,74.0,25
sandy soil,28,71.0,26
sandy soil,29,68.0,27
sandy soil,30,65.0,28
sandy soil,31,62.0,29
sandy soil,32,59.0,30
sandy soil,33,56.0,31
sandy soil,34,53.0,32
sandy soil,35,50.0,33
sandy soil,36,47.0,34
sandy soil,37,44.0,35
sandy soil,38,41.0,36
sandy soil,39,38.0,37
sandy soil,40,35.0,38
sandy soil,41,32.0,39
sandy soil,42,29.0,40
sandy soil,43,26.0,41
sandy soil,44,23.0,42
sandy soil,45,20.0,43
sandy soil,46,17.0,44
sandy soil,25,80.0,45
sandy soil,26,77.0,46
sandy soil,27,74.0,47
sandy soil,28,71.0,48
sandy soil,29,68.0,49
sandy soil,30,65.0,50
sandy soil,31,62.0,51
sandy soil,32,59.0,52
sandy soil,33,56.0,53
sandy soil,34,53.0,54
sandy soil,35,50.0,55
sandy soil,36,47.0,56
sandy soil,37,44.0,57
sandy soil,38,41.0,58
sandy soil,39,38.0,59
sandy soil,40,35.0,60
sandy soil,41,32.0,61
sandy soil,42,29.0,62
sandy soil,43,26.0,63
sandy soil,44,23.0,64
sandy soil,45,20.0,65
sandy soil,46,17.0,66
sandy soil,25,80.0,67
sandy soil,26,77.0,68
sandy soil,27,74.0,69
sandy soil,28,71.0,70
sandy soil,29,68.0,71
sandy soil,30,65.0,72
sandy soil,31,62.0,73
sandy soil,32,59.0,74
sandy soil,33,56.0,75
sandy soil,34,53.0,76
sandy soil,35,50.0,77
sandy soil,36,47.0,78
sandy soil,37,44.0,79
sandy soil,38,41.0,80
sandy soil,39,38.0,81
sandy soil,40,35.0,82
sandy soil,41,32.0,83
sandy soil,42,29.0,84
sandy soil,43,26.0,85
sandy soil,44,23.0,86
sandy soil,45,20.0,87
sandy soil,46,17.0,88
sandy soil,25,80.0,89
sandy soil,26,77.0,90
sandy soil,27,74.0,91
sandy soil,28,71.0,92
sandy soil,29,68.0,93
sandy soil,30,65.0,94
sandy soil,31,62.0,95
sandy soil,32,59.0,96
sandy soil,33,56.0,97
sandy soil,34,53.0,98
sandy soil,35,50.0,99
sandy soil,36,47.0,100
sandy soil,37,44.0,1
sandy soil,38,41.0,2
sandy soil,39,38.0,3
sandy soil,40,35.0,4
sandy soil,41,32.0,5
sandy soil,42,29.0,6
sandy soil,43,26.0,7
sandy soil,44,23.0,8
sandy soil,45,20.0,9
sandy soil,46,17.0,10
sandy soil,25,80.0,11
sandy soil,26,77.0,12
sandy soil,27,74.0,13
sandy soil,28,71.0,14
sandy soil,29,68.0,15
sandy soil,30,65.0,16
sandy soil,31,62.0,17
sandy soil,32,59.0,18
sandy soil,33,56.0,19
sandy soil,34,53.0,20
sandy soil,35,50.0,21
sandy soil,36,47.0,22
sandy soil,37,44.0,23
sandy soil,38,41.0,24
sandy soil,39,38.0,25
sandy soil,40,35.0,26
sandy soil,41,32.0,27
sandy soil,42,29.0,28
sandy soil,43,26.0,29
sandy soil,44,23.0,30
sandy soil,45,20.0,31
sandy soil,46,17.0,32
sandy soil,25,80.0,33
sandy soil,26,77.0,34
sandy soil,27,74.0,35
sandy soil,28,71.0,36
sandy soil,29,68.0,37
sandy soil,30,65.0,38
sandy soil,31,62.0,39
sandy soil,32,59.0,40
sandy soil,33,56.0,41
sandy soil,34,53.0,42
sandy soil,35,50.0,43
sandy soil,36,47.0,44
sandy soil,37,44.0,45
sandy soil,38,41.0,46
sandy soil,39,38.0,47
sandy soil,40,35.0,48
sandy soil,41,32.0,49
sandy soil,42,29.0,50
sandy soil,43,26.0,51
sandy soil,44,23.0,52
sandy soil,45,20.0,53
sandy soil,46,17.0,54
sandy soil,25,80.0,55
sandy soil,26,77.0,56
sandy soil,27,74.0,57
sandy soil,28,71.0,58
sandy soil,29,68.0,59
sandy soil,30,65.0,60
sandy soil,31,62.0,61
sandy soil,32,59.0,62
sandy soil,33,56.0,63
sandy soil,34,53.0,64
sandy soil,35,50.0,65
sandy soil,36,47.0,66
sandy soil,37,44.0,67
sandy soil,38,41.0,68
sandy soil,39,38.0,69
sandy soil,40,35.0,70
sandy soil,41,32.0,71
sandy soil,42,29.0,72
sandy soil,43,26.0,73
sandy soil,44,23.0,74
sandy soil,45,20.0,75
sandy soil,46,17.0,76
sandy soil,25,80.0,77
sandy soil,26,77.0,78
sandy soil,27,74.0,79
sandy soil,28,71.0,80
sandy soil,29,68.0,81
sandy soil,30,65.0,82
sandy soil,31,62.0,83
sandy soil,32,59.0,84
sandy soil,33,56.0,85
sandy soil,34,53.0,86
sandy soil,35,50.0,87
sandy soil,36,47.0,88
sandy soil,37,44.0,89
sandy soil,38,41.0,90
sandy soil,39,38.0,91
sandy soil,40,35.0,92
sandy soil,41,32.0,93
sandy soil,42,29.0,94
sandy soil,43,26.0,95
sandy soil,44,23.0,96
sandy soil,45,20.0,97
sandy soil,46,17.0,98
sandy soil,25,80.0,99
sandy soil,26,77.0,100
red soil,27,74.0,1
red soil,28,71.0,2
red soil,29,68.0,3
red soil,30,65.0,4
red soil,31,62.0,5
red soil,32,59.0,6
red soil,33,56.0,7
red soil,34,53.0,8
red soil,35,50.0,9
red soil,36,47.0,10
red soil,37,44.0,11
red soil,38,41.0,12
red soil,39,38.0,13
red soil,40,35.0,14
red soil,41,32.0,15
red soil,42,29.0,16
red soil,43,26.0,17
red soil,44,23.0,18
red soil,45,20.0,19
red soil,46,17.0,20
red soil,25,80.0,21
red soil,26,77.5,22
red soil,27,75.0,23
red soil,28,72.5,24
red soil,29,70.0,25
red soil,30,67.5,26
red soil,31,65.0,27
red soil,32,62.5,28
red soil,33,60.0,29
red soil,34,57.5,30
red soil,35,55.0,31
red soil,36,52.5,32
red soil,37,50.0,33
red soil,38,47.5,34
red soil,39,45.0,35
red soil,40,42.5,36
red soil,41,40.0,37
red soil,42,37.5,38
red soil,43,35.0,39
red soil,44,32.5,40
red soil,45,30.0,41
red soil,46,27.5,42
red soil,25,80.0,43
red soil,26,77.3,44
red soil,27,74.6,45
red soil,28,71.9,46
red soil,29,69.2,47
red soil,30,66.5,48
red soil,31,63.8,49
red soil,32,61.1,50
red soil,33,58.4,51
red soil,34,55.7,52
red soil,35,53.0,53
red soil,36,50.3,54
red soil,37,47.6,55
red soil,38,44.9,56
red soil,39,42.2,57
red soil,40,39.5,58
red soil,41,36.8,59
red soil,42,34.1,60
red soil,43,31.4,61
red soil,44,28.7,62
red soil,45,26.0,63
red soil,46,23.3,64
red soil,25,80.0,65
red soil,26,78.0,66
red soil,27,76.0,67
red soil,28,74.0,68
red soil,29,72.0,69
red soil,30,70.0,70
red soil,31,68.0,71
red soil,32,66.0,72
red soil,33,64.0,73
red soil,34,62.0,74
red soil,35,60.0,75
red soil,36,58.0,76
red soil,37,56.0,77
red soil,38,54.0,78
red soil,39,52.0,79
red soil,40,50.0,80
red soil,41,48.0,81
red soil,42,46.0,82
red soil,43,44.0,83
red soil,44,42.0,84
red soil,45,40.0,85
red soil,46,38.0,86
red soil,25,80.0,87
red soil,26,78.0,88
red soil,27,76.0,89
red soil,28,74.0,90
red soil,29,72.0,91
red soil,30,70.0,92
red soil,31,68.0,93
red soil,32,66.0,94
red soil,33,64.0,95
red soil,34,62.0,96
red soil,35,60.0,97
red soil,36,58.0,98
red soil,37,56.0,99
red soil,38,54.0,100
red soil,39,52.0,1
red soil,40,50.0,2
red soil,41,48.0,3
red soil,42,46.0,4
red soil,43,44.0,5
red soil,44,42.0,6
red soil,45,40.0,7
red soil,46,38.0,8
red soil,25,80.0,9
red soil,26,77.0,10
red soil,27,74.0,11
red soil,28,71.0,12
red soil,29,68.0,13
red soil,30,65.0,14
red soil,31,62.0,15
red soil,32,59.0,16
red soil,33,56.0,17
red soil,34,53.0,18
red soil,35,50.0,19
red soil,36,47.0,20
red soil,37,44.0,21
red soil,38,41.0,22
red soil,39,38.0,23
red soil,40,35.0,24
red soil,41,32.0,25
red soil,42,29.0,26
red soil,43,26.0,27
red soil,44,23.0,28
red soil,45,20.0,29
red soil,46,17.0,30
red soil,25,80.0,31
red soil,26,77.0,32
red soil,27,74.0,33
red soil,28,71.0,34
red soil,29,68.0,35
red soil,30,65.0,36
red soil,31,62.0,37
red soil,32,59.0,38
red soil,33,56.0,39
red soil,34,53.0,40
red soil,35,50.0,41
red soil,36,47.0,42
red soil,37,44.0,43
red soil,38,41.0,44
red soil,39,38.0,45
red soil,40,35.0,46
red soil,41,32.0,47
red soil,42,29.0,48
red soil,43,26.0,49
red soil,44,23.0,50
red soil,45,20.0,51
red soil,46,17.0,52
red soil,25,80.0,53
red soil,26,77.0,54
red soil,27,74.0,55
red soil,28,71.0,56
red soil,29,68.0,57
red soil,30,65.0,58
red soil,31,62.0,59
red soil,32,59.0,60
red soil,33,56.0,61
red soil,34,53.0,62
red soil,35,50.0,63
red soil,36,47.0,64
red soil,37,44.0,65
red soil,38,41.0,66
red soil,39,38.0,67
red soil,40,35.0,68
red soil,41,32.0,69
red soil,42,29.0,70
red soil,43,26.0,71
red soil,44,23.0,72
red soil,45,20.0,73
red soil,46,17.0,74
red soil,25,80.0,75
red soil,26,77.3,76
red soil,27,74.6,77
red soil,28,71.9,78
red soil,29,69.2,79
red soil,30,66.5,80
red soil,31,63.8,81
red soil,32,61.1,82
red soil,33,58.4,83
red soil,34,55.7,84
red soil,35,53.0,85
red soil,36,50.3,86
red soil,37,47.6,87
red soil,38,44.9,88
red soil,39,42.2,89
red soil,40,39.5,90
red soil,41,36.8,91
red soil,42,34.1,92
red soil,43,31.4,93
red soil,44,28.7,94
red soil,45,26.0,95
red soil,46,23.3,96
red soil,25,80.0,97
red soil,26,77.0,98
red soil,27,74.0,99
red soil,28,71.0,100
red soil,29,68.0,1
red soil,30,65.0,2
red soil,31,62.0,3
red soil,32,59.0,4
red soil,33,56.0,5
red soil,34,53.0,6
red soil,35,50.0,7
red soil,36,47.0,8
red soil,37,44.0,9
red soil,38,41.0,10
red soil,39,38.0,11
red soil,40,35.0,12
red soil,41,32.0,13
red soil,42,29.0,14
red soil,43,26.0,15
red soil,44,23.0,16
red soil,45,20.0,17
red soil,46,17.0,18
red soil,25,80.0,19
red soil,26,77.0,20
red soil,27,74.0,21
red soil,28,71.0,22
red soil,29,68.0,23
red soil,30,65.0,24
red soil,31,62.0,25
red soil,32,59.0,26
red soil,33,56.0,27
red soil,34,53.0,28
red soil,35,50.0,29
red soil,36,47.0,30
red soil,37,44.0,31
red soil,38,41.0,32
red soil,39,38.0,33
red soil,40,35.0,34
red soil,41,32.0,35
red soil,42,29.0,36
red soil,43,26.0,37
red soil,44,23.0,38
red soil,45,20.0,39
red soil,46,17.0,40
red soil,25,80.0,41
red soil,26,77.5,42
red soil,27,75.0,43
red soil,28,72.5,44
red soil,29,70.0,45
red soil,30,67.5,46
red soil,31,65.0,47
red soil,32,62.5,48
red soil,33,60.0,49
red soil,34,57.5,50
red soil,35,55.0,51
red soil,36,52.5,52
red soil,37,50.0,53
red soil,38,47.5,54
red soil,39,45.0,55
red soil,40,42.5,56
red soil,41,40.0,57
red soil,42,37.5,58
red soil,43,35.0,59
red soil,44,32.5,60
red soil,45,30.0,61
red soil,46,27.5,62
red soil,25,80.0,63
red soil,26,77.3,64
red soil,27,74.6,65
red soil,28,71.9,66
red soil,29,69.2,67
red soil,30,66.5,68
red soil,31,63.8,69
red soil,32,61.1,70
red soil,33,58.4,71
red soil,34,55.7,72
red soil,35,53.0,73
red soil,36,50.3,74
red soil,37,47.6,75
red soil,38,44.9,76
red soil,39,42.2,77
red soil,40,39.5,78
red soil,41,36.8,79
red soil,42,34.1,80
red soil,43,31.4,81
red soil,44,28.7,82
red soil,45,26.0,83
red soil,46,23.3,84
red soil,25,80.0,85
red soil,26,78.0,86
red soil,27,76.0,87
red soil,28,74.0,88
red soil,29,72.0,89
red soil,30,70.0,90
red soil,31,68.0,91
red soil,32,66.0,92
red soil,33,64.0,93
red soil,34,62.0,94
red soil,35,60.0,95
red soil,36,58.0,96
red soil,37,56.0,97
red soil,38,54.0,98
red soil,39,52.0,99
red soil,40,50.0,100
red soil,41,48.0,1
red soil,42,46.0,2
red soil,43,44.0,3
red soil,44,42.0,4
red soil,45,40.0,5
red soil,46,38.0,6
red soil,25,80.0,7
red soil,26,78.0,8
red soil,27,76.0,9
red soil,28,74.0,10
red soil,29,72.0,11
red soil,30,70.0,12
red soil,31,68.0,13
red soil,32,66.0,14
red soil,33,64.0,15
red soil,34,62.0,16
red soil,35,60.0,17
red soil,36,58.0,18
red soil,37,56.0,19
red soil,38,54.0,20
red soil,39,52.0,21
red soil,40,50.0,22
red soil,41,48.0,23
red soil,42,46.0,24
red soil,43,44.0,25
red soil,44,42.0,26
red soil,45,40.0,27
red soil,46,38.0,28
red soil,25,80.0,29
red soil,26,77.0,30
red soil,27,74.0,31
red soil,28,71.0,32
red soil,29,68.0,33
red soil,30,65.0,34
red soil,31,62.0,35
red soil,32,59.0,36
red soil,33,56.0,37
red soil,34,53.0,38
red soil,35,50.0,39
red soil,36,47.0,40
red soil,37,44.0,41
red soil,38,41.0,42
red soil,39,38.0,43
red soil,40,35.0,44
red soil,41,32.0,45
red soil,42,29.0,46
red soil,43,26.0,47
red soil,44,23.0,48
red soil,45,20.0,49
red soil,46,17.0,50
red soil,25,80.0,51
red soil,26,77.0,52
red soil,27,74.0,53
red soil,28,71.0,54
red soil,29,68.0,55
red soil,30,65.0,56
red soil,31,62.0,57
red soil,32,59.0,58
red soil,33,56.0,59
red soil,34,53.0,60
red soil,35,50.0,61
red soil,36,47.0,62
red soil,37,44.0,63
red soil,38,41.0,64
red soil,39,38.0,65
red soil,40,35.0,66
red soil,41,32.0,67
red soil,42,29.0,68
red soil,43,26.0,69
red soil,44,23.0,70
red soil,45,20.0,71
red soil,46,17.0,72
red soil,25,80.0,73
red soil,26,77.0,74
red soil,27,74.0,75
red soil,28,71.0,76
red soil,29,68.0,77
red soil,30,65.0,78
red soil,31,62.0,79
red soil,32,59.0,80
red soil,33,56.0,81
red soil,34,53.0,82
red soil,35,50.0,83
red soil,36,47.0,84
red soil,37,44.0,85
red soil,38,41.0,86
red soil,39,38.0,87
red soil,40,35.0,88
red soil,41,32.0,89
red soil,42,29.0,90
red soil,43,26.0,91
red soil,44,23.0,92
red soil,45,20.0,93
red soil,46,17.0,94
red soil,25,80.0,95
red soil,26,77.3,96
red soil,27,74.6,97
red soil,28,71.9,98
red soil,29,69.2,99
red soil,30,66.5,100
red soil,31,63.8,1
red soil,32,61.1,2
red soil,33,58.4,3
red soil,34,55.7,4
red soil,35,53.0,5
red soil,36,50.3,6
red soil,37,47.6,7
red soil,38,44.9,8
red soil,39,42.2,9
red soil,40,39.5,10
red soil,41,36.8,11
red soil,42,34.1,12
red soil,43,31.4,13
red soil,44,28.7,14
red soil,45,26.0,15
red soil,46,23.3,16
red soil,25,80.0,17
red soil,26,77.0,18
red soil,27,74.0,19
red soil,28,71.0,20
red soil,29,68.0,21
red soil,30,65.0,22
red soil,31,62.0,23
red soil,32,59.0,24
red soil,33,56.0,25
red soil,34,53.0,26
red soil,35,50.0,27
red soil,36,47.0,28
red soil,37,44.0,29
red soil,38,41.0,30
red soil,39,38.0,31
red soil,40,35.0,32
red soil,41,32.0,33
red soil,42,29.0,34
red soil,43,26.0,35
red soil,44,23.0,36
red soil,45,20.0,37
red soil,46,17.0,38
red soil,25,80.0,39
red soil,26,77.5,40
red soil,27,75.0,41
red soil,28,72.5,42
red soil,29,70.0,43
red soil,30,67.5,44
red soil,31,65.0,45
red soil,32,62.5,46
red soil,33,60.0,47
red soil,34,57.5,48
red soil,35,55.0,49
red soil,36,52.5,50
red soil,37,50.0,51
red soil,38,47.5,52
red soil,39,45.0,53
red soil,40,42.5,54
red soil,41,40.0,55
red soil,42,37.5,56
red soil,43,35.0,57
red soil,44,32.5,58
red soil,45,30.0,59
red soil,46,27.5,60
red soil,25,80.0,61
red soil,26,77.3,62
red soil,27,74.6,63
red soil,28,71.9,64
red soil,29,69.2,65
red soil,30,66.5,66
red soil,31,63.8,67
red soil,32,61.1,68
red soil,33,58.4,69
red soil,34,55.7,70
red soil,35,53.0,71
red soil,36,50.3,72
red soil,37,47.6,73
red soil,38,44.9,74
red soil,39,42.2,75
red soil,40,39.5,76
red soil,41,36.8,77
red soil,42,34.1,78
red soil,43,31.4,79
red soil,44,28.7,80
red soil,45,26.0,81
red soil,46,23.3,82
red soil,25,80.0,83
red soil,26,77.0,84
red soil,27,74.0,85
red soil,28,71.0,86
red soil,29,68.0,87
red soil,30,65.0,88
red soil,31,62.0,89
red soil,32,59.0,90
red soil,33,56.0,91
red soil,34,53.0,92
red soil,35,50.0,93
red soil,36,47.0,94
red soil,37,44.0,95
red soil,38,41.0,96
red soil,39,38.0,97
red soil,40,35.0,98
red soil,41,32.0,99
red soil,42,29.0,100
red soil,43,26.0,1
red soil,44,23.0,2
red soil,45,20.0,3
red soil,46,17.0,4
red soil,25,80.0,5
red soil,26,77.5,6
red soil,27,75.0,7
red soil,28,72.5,8
red soil,29,70.0,9
red soil,30,67.5,10
red soil,31,65.0,11
red soil,32,62.5,12
red soil,33,60.0,13
red soil,34,57.5,14
red soil,35,55.0,15
red soil,36,52.5,16
red soil,37,50.0,17
red soil,38,47.5,18
red soil,39,45.0,19
red soil,40,42.5,20
red soil,41,40.0,21
red soil,42,37.5,22
red soil,43,35.0,23
red soil,44,32.5,24
red soil,45,30.0,25
red soil,46,27.5,26
red soil,25,80.0,27
red soil,26,77.3,28
red soil,27,74.6,29
red soil,28,71.9,30
red soil,29,69.2,31
red soil,30,66.5,32
red soil,31,63.8,33
red soil,32,61.1,34
red soil,33,58.4,35
red soil,34,55.7,36
red soil,35,53.0,37
red soil,36,50.3,38
red soil,37,47.6,39
red soil,38,44.9,40
red soil,39,42.2,41
red soil,40,39.5,42
red soil,41,36.8,43
red soil,42,34.1,44
red soil,43,31.4,45
red soil,44,28.7,46
red soil,45,26.0,47
red soil,46,23.3,48
red soil,25,80.0,49
red soil,26,78.0,50
red soil,27,76.0,51
red soil,28,74.0,52
red soil,29,72.0,53
red soil,30,70.0,54
red soil,31,68.0,55
red soil,32,66.0,56
red soil,33,64.0,57
red soil,34,62.0,58
red soil,35,60.0,59
red soil,36,58.0,60
red soil,37,56.0,61
red soil,38,54.0,62
red soil,39,52.0,63
red soil,40,50.0,64
red soil,41,48.0,65
red soil,42,46.0,66
red soil,43,44.0,67
red soil,44,42.0,68
red soil,45,40.0,69
red soil,46,38.0,70
red soil,25,80.0,71
red soil,26,78.0,72
red soil,27,76.0,73
red soil,28,74.0,74
red soil,29,72.0,75
red soil,30,70.0,76
red soil,31,68.0,77
red soil,32,66.0,78
red soil,33,64.0,79
red soil,34,62.0,80
red soil,35,60.0,81
red soil,36,58.0,82
red soil,37,56.0,83
red soil,38,54.0,84
red soil,39,52.0,85
red soil,40,50.0,86
red soil,41,48.0,87
red soil,42,46.0,88
red soil,43,44.0,89
red soil,44,42.0,90
red soil,45,40.0,91
red soil,46,38.0,92
red soil,25,80.0,93
red soil,26,77.0,94
red soil,27,74.0,95
red soil,28,71.0,96
red soil,29,68.0,97
red soil,30,65.0,98
red soil,31,62.0,99
red soil,32,59.0,100
red soil,33,56.0,1
red soil,34,53.0,2
red soil,35,50.0,3
red soil,36,47.0,4
red soil,37,44.0,5
red soil,38,41.0,6
red soil,39,38.0,7
red soil,40,35.0,8
red soil,41,32.0,9
red soil,42,29.0,10
red soil,43,26.0,11
red soil,44,23.0,12
red soil,45,20.0,13
red soil,46,17.0,14
red soil,25,80.0,15
red soil,26,77.0,16
red soil,27,74.0,17
red soil,28,71.0,18
red soil,29,68.0,19
red soil,30,65.0,20
red soil,31,62.0,21
red soil,32,59.0,22
red soil,33,56.0,23
red soil,34,53.0,24
red soil,35,50.0,25
red soil,36,47.0,26
red soil,37,44.0,27
red soil,38,41.0,28
red soil,39,38.0,29
red soil,40,35.0,30
red soil,41,32.0,31
red soil,42,29.0,32
red soil,43,26.0,33
red soil,44,23.0,34
red soil,45,20.0,35
red soil,46,17.0,36
red soil,25,80.0,37
red soil,26,77.0,38
red soil,27,74.0,39
red soil,28,71.0,40
red soil,29,68.0,41
red soil,30,65.0,42
red soil,31,62.0,43
red soil,32,59.0,44
red soil,33,56.0,45
red soil,34,53.0,46
red soil,35,50.0,47
red soil,36,47.0,48
red soil,37,44.0,49
red soil,38,41.0,50
red soil,39,38.0,51
red soil,40,35.0,52
red soil,41,32.0,53
red soil,42,29.0,54
red soil,43,26.0,55
red soil,44,23.0,56
red soil,45,20.0,57
red soil,46,17.0,58
red soil,25,80.0,59
red soil,26,77.3,60
red soil,27,74.6,61
red soil,28,71.9,62
red soil,29,69.2,63
red soil,30,66.5,64
red soil,31,63.8,65
red soil,32,61.1,66
red soil,33,58.4,67
red soil,34,55.7,68
red soil,35,53.0,69
red soil,36,50.3,70
red soil,37,47.6,71
red soil,38,44.9,72
red soil,39,42.2,73
red soil,40,39.5,74
red soil,41,36.8,75
red soil,42,34.1,76
red soil,43,31.4,77
red soil,44,28.7,78
red soil,45,26.0,79
red soil,46,23.3,80
red soil,25,80.0,81
red soil,26,77.0,82
red soil,27,74.0,83
red soil,28,71.0,84
red soil,29,68.0,85
red soil,30,65.0,86
red soil,31,62.0,87
red soil,32,59.0,88
red soil,33,56.0,89
red soil,34,53.0,90
red soil,35,50.0,91
red soil,36,47.0,92
red soil,37,44.0,93
red soil,38,41.0,94
red soil,39,38.0,95
red soil,40,35.0,96
red soil,41,32.0,97
red soil,42,29.0,98
red soil,43,26.0,99
red soil,44,23.0,100
red soil,45,20.0,1
red soil,46,17.0,2
red soil,25,80.0,3
red soil,26,77.5,4
red soil,27,75.0,5
red soil,28,72.5,6
red soil,29,70.0,7
red soil,30,67.5,8
red soil,31,65.0,9
red soil,32,62.5,10
red soil,33,60.0,11
red soil,34,57.5,12
red soil,35,55.0,13
red soil,36,52.5,14
red soil,37,50.0,15
red soil,38,47.5,16
red soil,39,45.0,17
red soil,40,42.5,18
red soil,41,40.0,19
red soil,42,37.5,20
red soil,43,35.0,21
red soil,44,32.5,22
red soil,45,30.0,23
red soil,46,27.5,24
red soil,25,80.0,25
red soil,26,77.3,26
red soil,27,74.6,27
red soil,28,71.9,28
red soil,29,69.2,29
red soil,30,66.5,30
red soil,31,63.8,31
red soil,32,61.1,32
red soil,33,58.4,33
red soil,34,55.7,34
red soil,35,53.0,35
red soil,36,50.3,36
red soil,37,47.6,37
red soil,38,44.9,38
red soil,39,42.2,39
red soil,40,39.5,40
red soil,41,36.8,41
red soil,42,34.1,42
red soil,43,31.4,43
red soil,44,28.7,44
red soil,45,26.0,45
red soil,46,23.3,46
red soil,25,80.0,47
red soil,26,77.0,48
red soil,27,74.0,49
red soil,28,71.0,50
red soil,29,68.0,51
red soil,30,65.0,52
red soil,31,62.0,53
red soil,32,59.0,54
red soil,33,56.0,55
red soil,34,53.0,56
red soil,35,50.0,57
red soil,36,47.0,58
red soil,37,44.0,59
red soil,38,41.0,60
red soil,39,38.0,61
red soil,40,35.0,62
red soil,41,32.0,63
red soil,42,29.0,64
red soil,43,26.0,65
red soil,44,23.0,66
red soil,45,20.0,67
red soil,46,17.0,68
red soil,25,80.0,69
red soil,26,77.5,70
red soil,27,75.0,71
red soil,28,72.5,72
red soil,29,70.0,73
red soil,30,67.5,74
red soil,31,65.0,75
red soil,32,62.5,76
red soil,33,60.0,77
red soil,34,57.5,78
red soil,35,55.0,79
red soil,36,52.5,80
red soil,37,50.0,81
red soil,38,47.5,82
red soil,39,45.0,83
red soil,40,42.5,84
red soil,41,40.0,85
red soil,42,37.5,86
red soil,43,35.0,87
red soil,44,32.5,88
red soil,45,30.0,89
red soil,46,27.5,90
red soil,25,80.0,91
red soil,26,77.3,92
red soil,27,74.6,93
red soil,28,71.9,94
red soil,29,69.2,95
red soil,30,66.5,96
red soil,31,63.8,97
red soil,32,61.1,98
red soil,33,58.4,99
red soil,34,55.7,100
clay soil,35,53.0,1
clay soil,36,50.3,2
clay soil,37,47.6,3
clay soil,38,44.9,4
clay soil,39,42.2,5
clay soil,40,39.5,6
clay soil,41,36.8,7
clay soil,42,34.1,8
clay soil,43,31.4,9
clay soil,44,28.7,10
clay soil,45,26.0,11
clay soil,46,23.3,12
clay soil,25,80.0,13
clay soil,26,78.0,14
clay soil,27,76.0,15
clay soil,28,74.0,16
clay soil,29,72.0,17
clay soil,30,70.0,18
clay soil,31,68.0,19
clay soil,32,66.0,20
clay soil,33,64.0,21
clay soil,34,62.0,22
clay soil,35,60.0,23
clay soil,36,58.0,24
clay soil,37,56.0,25
clay soil,38,54.0,26
clay soil,39,52.0,27
clay soil,40,50.0,28
clay soil,41,48.0,29
clay soil,42,46.0,30
clay soil,43,44.0,31
clay soil,44,42.0,32
clay soil,45,40.0,33
clay soil,46,38.0,34
clay soil,25,80.0,35
clay soil,26,78.0,36
clay soil,27,76.0,37
clay soil,28,74.0,38
clay soil,29,72.0,39
clay soil,30,70.0,40
clay soil,31,68.0,41
clay soil,32,66.0,42
clay soil,33,64.0,43
clay soil,34,62.0,44
clay soil,35,60.0,45
clay soil,36,58.0,46
clay soil,37,56.0,47
clay soil,38,54.0,48
clay soil,39,52.0,49
clay soil,40,50.0,50
clay soil,41,48.0,51
clay soil,42,46.0,52
clay soil,43,44.0,53
clay soil,44,42.0,54
clay soil,45,40.0,55
clay soil,46,38.0,56
clay soil,25,80.0,57
clay soil,26,77.0,58
clay soil,27,74.0,59
clay soil,28,71.0,60
clay soil,29,68.0,61
clay soil,30,65.0,62
clay soil,31,62.0,63
clay soil,32,59.0,64
clay soil,33,56.0,65
clay soil,34,53.0,66
clay soil,35,50.0,67
clay soil,36,47.0,68
clay soil,37,44.0,69
clay soil,38,41.0,70
clay soil,39,38.0,71
clay soil,40,35.0,72
clay soil,41,32.0,73
clay soil,42,29.0,74
clay soil,43,26.0,75
clay soil,44,23.0,76
clay soil,45,20.0,77
clay soil,46,17.0,78
clay soil,25,80.0,79
clay soil,26,77.0,80
clay soil,27,74.0,81
clay soil,28,71.0,82
clay soil,29,68.0,83
clay soil,30,65.0,84
clay soil,31,62.0,85
clay soil,32,59.0,86
clay soil,33,56.0,87
clay soil,34,53.0,88
clay soil,35,50.0,89
clay soil,36,47.0,90
clay soil,37,44.0,91
clay soil,38,41.0,92
clay soil,39,38.0,93
clay soil,40,35.0,94
clay soil,41,32.0,95
clay soil,42,29.0,96
clay soil,43,26.0,97
clay soil,44,23.0,98
