dataset_source,dataset_origin,plant_name,temperature,humidity,soil_moisture,soil_ph,wind_speed,country,state,city,hemisphere,is_tropical_country,temperature_f,temperature_range,hot_day,cold_day,optimal_temperature,humidity_level,high_humidity,low_humidity,optimal_humidity,soil_status,dry_soil,wet_soil,optimal_soil,irrigation_score,irrigation_needed,irrigation_priority,watering_needed,water_stress,dryness_index,heat_index,evaporation_risk,good_growing_conditions
tomato irrigation dataset,external,tomato,22.81,69.41,250.53,3.81,3.88,Unknown,Unknown,Unknown,Unknown,0,73.05799999999999,-2.1900000000000013,0,0,1,Normal,0,0,1,Wet,0,1,0,-120.05,0,Low,0,0.09068500775255436,15.869,29.750999999999998,-24.77333333333333,0
tomato irrigation dataset,external,tomato,26.27,70.71,680.97,3.83,1.26,Unknown,Unknown,Unknown,Unknown,0,79.286,1.2699999999999996,0,0,1,High,0,0,0,Wet,0,1,0,-548.24,0,Low,0,0.038520756044987316,19.198999999999998,33.341,-166.38,0
tomato irrigation dataset,external,tomato,27.23,70.69,245.2,6.41,3.34,Unknown,Unknown,Unknown,Unknown,0,81.014,2.2300000000000004,0,0,1,High,0,0,0,Wet,0,1,0,-111.69,0,Low,0,0.11060113728675874,20.161,34.299,-20.47666666666666,0
tomato irrigation dataset,external,tomato,23.56,90.54,513.58,3.62,1.17,Unknown,Unknown,Unknown,Unknown,0,74.408,-1.4400000000000013,0,0,1,High,1,0,0,Wet,0,1,0,-390.95,0,Low,0,0.04578491196704108,14.505999999999998,32.614,-119.00000000000001,0
tomato irrigation dataset,external,tomato,31.99,67.91,394.86,5.47,1.5,Unknown,Unknown,Unknown,Unknown,0,89.582,6.989999999999998,1,0,0,Normal,0,0,1,Wet,0,1,0,-256.43,0,Low,0,0.08081139796897893,25.198999999999998,38.781,-66.26333333333334,0
tomato irrigation dataset,external,tomato,22.93,79.68,539.51,2.59,2.42,Unknown,Unknown,Unknown,Unknown,0,73.274,-2.0700000000000003,0,0,1,High,0,0,0,Wet,0,1,0,-413.04,0,Low,0,0.04242289689367449,14.962,30.898,-124.44333333333333,0
tomato irrigation dataset,external,tomato,28.1,95.0,176.7,2.22,1.02,Unknown,Unknown,Unknown,Unknown,0,82.58,3.1000000000000014,0,0,1,High,1,0,0,Wet,0,1,0,-52.22,0,Low,0,0.15813168261114238,18.6,37.6,-5.166666666666662,0
tomato irrigation dataset,external,tomato,26.93,85.5,672.48,4.44,1.57,Unknown,Unknown,Unknown,Unknown,0,80.474,1.9299999999999997,0,0,1,High,1,0,0,Wet,0,1,0,-545.14,0,Low,0,0.03998633960919404,18.38,35.480000000000004,-168.04,0
tomato irrigation dataset,external,tomato,29.38,71.77,238.6,4.04,2.76,Unknown,Unknown,Unknown,Unknown,0,84.884,4.379999999999999,0,0,1,High,0,0,0,Wet,0,1,0,-103.8,0,Low,0,0.12262103505843072,22.203,36.557,-17.20333333333333,0
tomato irrigation dataset,external,tomato,31.67,86.79,247.82,6.72,3.29,Unknown,Unknown,Unknown,Unknown,0,89.006,6.670000000000002,1,0,0,High,1,0,0,Wet,0,1,0,-117.2,0,Low,0,0.1272807652117997,22.991,40.349000000000004,-23.756666666666664,0
tomato irrigation dataset,external,tomato,30.46,93.39,441.34,3.13,3.44,Unknown,Unknown,Unknown,Unknown,0,86.828,5.460000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-314.33,0,Low,0,0.06886105710539404,21.121000000000002,39.799,-91.26999999999998,0
tomato irrigation dataset,external,tomato,28.7,73.07,322.85,6.34,2.5,Unknown,Unknown,Unknown,Unknown,0,83.66,3.6999999999999993,0,0,1,High,0,0,0,Wet,0,1,0,-189.12,0,Low,0,0.08862127528176623,21.393,36.007,-46.17333333333334,0
tomato irrigation dataset,external,tomato,27.78,84.78,376.44,5.8,2.88,Unknown,Unknown,Unknown,Unknown,0,82.004,2.780000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-248.13,0,Low,0,0.07360110216193302,19.302,36.258,-68.55333333333333,0
tomato irrigation dataset,external,tomato,22.7,62.65,141.52,2.43,2.27,Unknown,Unknown,Unknown,Unknown,0,72.86,-2.3000000000000007,0,0,1,Normal,0,0,1,Wet,0,1,0,-8.42,0,Low,0,0.15927589110300308,16.435,28.965,13.74333333333333,0
tomato irrigation dataset,external,tomato,20.07,91.34,256.23,5.14,3.3,Unknown,Unknown,Unknown,Unknown,0,68.126,-4.93,0,0,1,High,1,0,0,Wet,0,1,0,-136.71,0,Low,0,0.07802355868289079,10.936,29.204,-35.81000000000001,0
tomato irrigation dataset,external,tomato,18.88,63.37,568.65,5.05,2.45,Unknown,Unknown,Unknown,Unknown,0,65.984,-6.120000000000001,0,0,0,Normal,0,0,1,Wet,0,1,0,-438.89,0,Low,0,0.03314315807952251,12.543,25.217,-131.42,0
tomato irrigation dataset,external,tomato,21.39,73.05,643.28,4.85,2.22,Unknown,Unknown,Unknown,Unknown,0,70.502,-3.6099999999999994,0,0,1,High,0,0,0,Wet,0,1,0,-515.39,0,Low,0,0.03319985099646117,14.085,28.695,-157.85,0
tomato irrigation dataset,external,tomato,24.05,78.99,255.42,2.38,3.3,Unknown,Unknown,Unknown,Unknown,0,75.29,-0.9499999999999993,0,0,1,High,0,0,0,Wet,0,1,0,-127.78,0,Low,0,0.09379143592543485,16.151000000000003,31.949,-28.769999999999992,0
tomato irrigation dataset,external,tomato,25.31,69.23,568.54,6.44,3.78,Unknown,Unknown,Unknown,Unknown,0,77.55799999999999,0.3099999999999987,0,0,1,Normal,0,0,1,Wet,0,1,0,-435.98,0,Low,0,0.04443937212487271,18.387,32.233,-129.04999999999998,0
tomato irrigation dataset,external,tomato,28.82,82.72,136.79,5.66,1.79,Unknown,Unknown,Unknown,Unknown,0,83.876,3.8200000000000003,0,0,1,High,1,0,0,Wet,0,1,0,-6.82,0,Low,0,0.20915886493940056,20.548000000000002,37.092,12.710000000000003,0
tomato irrigation dataset,external,tomato,31.42,79.41,145.94,4.93,3.81,Unknown,Unknown,Unknown,Unknown,0,88.55600000000001,6.420000000000002,1,0,0,High,0,0,0,Wet,0,1,0,-12.57,0,Low,0,0.2138287736491085,23.479000000000003,39.361000000000004,12.49666666666667,0
tomato irrigation dataset,external,tomato,19.64,85.1,347.95,2.73,3.22,Unknown,Unknown,Unknown,Unknown,0,67.352,-5.359999999999999,0,0,0,High,1,0,0,Wet,0,1,0,-226.28,0,Low,0,0.05628313511964465,11.13,28.15,-64.58999999999999,0
tomato irrigation dataset,external,tomato,19.5,72.39,205.79,3.31,3.98,Unknown,Unknown,Unknown,Unknown,0,67.1,-5.5,0,0,0,High,0,0,0,Wet,0,1,0,-79.15,0,Low,0,0.09429856376033657,12.261,26.739,-13.059999999999997,0
tomato irrigation dataset,external,tomato,26.26,79.11,216.36,6.27,3.1,Unknown,Unknown,Unknown,Unknown,0,79.268,1.2600000000000016,0,0,1,High,0,0,0,Wet,0,1,0,-87.0,0,Low,0,0.12081339712918661,18.349000000000004,34.171,-14.316666666666672,0
tomato irrigation dataset,external,tomato,28.44,88.43,483.89,4.23,2.02,Unknown,Unknown,Unknown,Unknown,0,83.19200000000001,3.4400000000000013,0,0,1,High,1,0,0,Wet,0,1,0,-356.51,0,Low,0,0.05865247788158139,19.597,37.283,-105.14666666666666,0
tomato irrigation dataset,external,tomato,29.87,88.37,617.74,2.97,3.84,Unknown,Unknown,Unknown,Unknown,0,85.76599999999999,4.870000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-489.19,0,Low,0,0.04827552768529592,21.033,38.707,-148.79,0
tomato irrigation dataset,external,tomato,31.1,85.0,571.8,3.85,2.58,Unknown,Unknown,Unknown,Unknown,0,87.98,6.100000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-440.92,0,Low,0,0.05429469273743017,22.6,39.6,-131.53333333333333,0
tomato irrigation dataset,external,tomato,31.77,78.97,315.17,2.47,1.79,Unknown,Unknown,Unknown,Unknown,0,89.186,6.77,1,0,0,High,0,0,0,Wet,0,1,0,-181.34,0,Low,0,0.1004839168801594,23.872999999999998,39.667,-43.53333333333334,0
tomato irrigation dataset,external,tomato,23.6,83.56,627.63,6.39,4.04,Unknown,Unknown,Unknown,Unknown,0,74.48,-1.3999999999999986,0,0,1,High,1,0,0,Wet,0,1,0,-502.17,0,Low,0,0.037541956317706765,15.244000000000002,31.956000000000003,-154.66333333333333,0
tomato irrigation dataset,external,tomato,23.32,63.04,607.98,3.52,2.82,Unknown,Unknown,Unknown,Unknown,0,73.976,-1.6799999999999997,0,0,1,Normal,0,0,1,Wet,0,1,0,-474.54,0,Low,0,0.03829354001773457,17.016,29.624000000000002,-141.46,0
tomato irrigation dataset,external,tomato,20.07,76.5,424.04,4.3,2.97,Unknown,Unknown,Unknown,Unknown,0,68.126,-4.93,0,0,1,High,0,0,0,Wet,0,1,0,-298.58,0,Low,0,0.04721908526256352,12.42,27.72,-86.80000000000001,0
tomato irrigation dataset,external,tomato,27.59,90.11,396.01,6.86,3.3,Unknown,Unknown,Unknown,Unknown,0,81.662,2.59,0,0,1,High,1,0,0,Wet,0,1,0,-269.98,0,Low,0,0.06949447117201078,18.579,36.601,-76.98,0
tomato irrigation dataset,external,tomato,27.19,81.26,153.91,4.17,1.95,Unknown,Unknown,Unknown,Unknown,0,80.94200000000001,2.1900000000000013,0,0,1,High,1,0,0,Wet,0,1,0,-24.66,0,Low,0,0.17552127041507973,19.064,35.316,6.403333333333336,0
tomato irrigation dataset,external,tomato,30.07,92.96,207.3,4.96,1.38,Unknown,Unknown,Unknown,Unknown,0,86.126,5.07,1,0,0,High,1,0,0,Wet,0,1,0,-80.43,0,Low,0,0.1443590974555929,20.774,39.366,-13.373333333333335,0
tomato irrigation dataset,external,tomato,19.36,69.18,169.54,5.11,3.58,Unknown,Unknown,Unknown,Unknown,0,66.848,-5.640000000000001,0,0,0,Normal,0,0,1,Wet,0,1,0,-41.72,0,Low,0,0.11352175442711387,12.441999999999998,26.278,0.0,0
tomato irrigation dataset,external,tomato,24.97,63.37,425.53,3.05,2.39,Unknown,Unknown,Unknown,Unknown,0,76.946,-0.030000000000001137,0,0,1,Normal,0,0,1,Wet,0,1,0,-290.9,0,Low,0,0.05854218929500856,18.633,31.307,-79.65333333333332,0
tomato irrigation dataset,external,tomato,26.14,81.93,512.45,6.41,1.57,Unknown,Unknown,Unknown,Unknown,0,79.05199999999999,1.1400000000000006,0,0,1,High,1,0,0,Wet,0,1,0,-384.31,0,Low,0,0.05091050735222514,17.947,34.333,-114.03333333333335,0
tomato irrigation dataset,external,tomato,21.38,63.18,478.89,6.02,2.1,Unknown,Unknown,Unknown,Unknown,0,70.484,-3.620000000000001,0,0,1,Normal,0,0,1,Wet,0,1,0,-347.06,0,Low,0,0.044551876471691426,15.062,27.698,-99.77,0
tomato irrigation dataset,external,tomato,20.37,87.37,626.27,5.6,3.21,Unknown,Unknown,Unknown,Unknown,0,68.666,-4.629999999999999,0,0,1,High,1,0,0,Wet,0,1,0,-504.92,0,Low,0,0.03247405423501842,11.633000000000001,29.107,-157.63333333333333,0
tomato irrigation dataset,external,tomato,30.03,68.99,502.05,3.65,3.15,Unknown,Unknown,Unknown,Unknown,0,86.054,5.030000000000001,1,0,0,Normal,0,0,1,Wet,0,1,0,-365.62,0,Low,0,0.05969585528277507,23.131,36.929,-103.66000000000001,0
tomato irrigation dataset,external,tomato,18.82,78.86,601.23,4.84,1.7,Unknown,Unknown,Unknown,Unknown,0,65.876,-6.18,0,0,0,High,0,0,0,Wet,0,1,0,-477.72,0,Low,0,0.031250518904737394,10.934000000000001,26.706,-147.48333333333335,0
tomato irrigation dataset,external,tomato,24.59,88.4,201.45,5.3,2.0,Unknown,Unknown,Unknown,Unknown,0,76.262,-0.41000000000000014,0,0,1,High,1,0,0,Wet,0,1,0,-77.14,0,Low,0,0.1214620894047913,15.75,33.43,-13.556666666666665,0
tomato irrigation dataset,external,tomato,19.62,87.58,219.56,3.82,3.67,Unknown,Unknown,Unknown,Unknown,0,67.316,-5.379999999999999,0,0,0,High,1,0,0,Wet,0,1,0,-98.9,0,Low,0,0.08895538628944505,10.862000000000002,28.378,-22.633333333333336,0
tomato irrigation dataset,external,tomato,24.4,77.36,652.68,6.81,2.35,Unknown,Unknown,Unknown,Unknown,0,75.92,-0.6000000000000014,0,0,1,High,0,0,0,Wet,0,1,0,-524.1,0,Low,0,0.03732713254191653,16.663999999999998,32.135999999999996,-160.41333333333333,0
tomato irrigation dataset,external,tomato,31.72,94.15,325.73,2.8,2.19,Unknown,Unknown,Unknown,Unknown,0,89.096,6.719999999999999,1,0,0,High,1,0,0,Wet,0,1,0,-198.01,0,Low,0,0.09708321855966699,22.305,41.135,-52.146666666666675,0
tomato irrigation dataset,external,tomato,23.93,77.42,245.86,4.68,3.53,Unknown,Unknown,Unknown,Unknown,0,75.074,-1.0700000000000003,0,0,1,High,0,0,0,Wet,0,1,0,-117.68,0,Low,0,0.0969375354451916,16.188,31.672,-25.140000000000004,0
tomato irrigation dataset,external,tomato,30.0,69.76,649.0,5.49,2.5,Unknown,Unknown,Unknown,Unknown,0,86.0,5.0,1,0,1,Normal,0,0,1,Wet,0,1,0,-512.9,0,Low,0,0.046153846153846156,23.024,36.976,-152.92,0
tomato irrigation dataset,external,tomato,19.64,70.59,682.66,4.87,3.56,Unknown,Unknown,Unknown,Unknown,0,67.352,-5.359999999999999,0,0,0,High,0,0,0,Wet,0,1,0,-555.18,0,Low,0,0.028727730158265807,12.581,26.699,-171.32333333333335,0
tomato irrigation dataset,external,tomato,21.8,86.03,489.91,5.28,4.14,Unknown,Unknown,Unknown,Unknown,0,71.24000000000001,-3.1999999999999993,0,0,1,High,1,0,0,Wet,0,1,0,-366.88,0,Low,0,0.04440732517162005,13.197000000000001,30.403,-110.78000000000002,0
tomato irrigation dataset,external,tomato,23.65,75.3,345.24,6.61,3.85,Unknown,Unknown,Unknown,Unknown,0,74.57,-1.3500000000000014,0,0,1,High,0,0,0,Wet,0,1,0,-216.44,0,Low,0,0.06830522181146026,16.119999999999997,31.18,-57.74666666666667,0
tomato irrigation dataset,external,tomato,23.6,74.66,519.26,3.8,1.01,Unknown,Unknown,Unknown,Unknown,0,74.48,-1.3999999999999986,0,0,1,High,0,0,0,Wet,0,1,0,-390.24,0,Low,0,0.045361934417406685,16.134,31.066000000000003,-115.57333333333332,0
tomato irrigation dataset,external,tomato,27.4,60.72,129.02,5.77,3.43,Unknown,Unknown,Unknown,Unknown,0,81.32,2.3999999999999986,0,0,1,Normal,0,0,1,Wet,0,1,0,8.61,0,Low,0,0.21073680972158126,21.328,33.472,21.686666666666664,0
tomato irrigation dataset,external,tomato,22.83,70.68,203.93,2.73,3.74,Unknown,Unknown,Unknown,Unknown,0,73.094,-2.1700000000000017,0,0,1,High,0,0,0,Wet,0,1,0,-73.94,0,Low,0,0.11140389401258965,15.761999999999997,29.898,-9.650000000000006,0
tomato irrigation dataset,external,tomato,27.99,90.11,333.85,3.04,1.92,Unknown,Unknown,Unknown,Unknown,0,82.382,2.9899999999999984,0,0,1,High,1,0,0,Wet,0,1,0,-207.5,0,Low,0,0.08358966701508137,18.979,37.001,-55.99333333333334,0
tomato irrigation dataset,external,tomato,26.95,88.12,602.69,3.66,2.43,Unknown,Unknown,Unknown,Unknown,0,80.50999999999999,1.9499999999999993,0,0,1,High,1,0,0,Wet,0,1,0,-476.38,0,Low,0,0.04464211764316122,18.137999999999998,35.762,-145.63666666666668,0
tomato irrigation dataset,external,tomato,23.59,86.13,296.5,4.77,2.77,Unknown,Unknown,Unknown,Unknown,0,74.462,-1.4100000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-172.08,0,Low,0,0.07929411764705882,14.977,32.203,-45.15,0
tomato irrigation dataset,external,tomato,24.04,60.81,153.57,5.21,3.85,Unknown,Unknown,Unknown,Unknown,0,75.27199999999999,-0.9600000000000009,0,0,1,Normal,0,0,1,Wet,0,1,0,-18.66,0,Low,0,0.15552823963252896,17.959,30.121,11.233333333333334,0
tomato irrigation dataset,external,tomato,26.6,60.94,339.67,2.49,3.03,Unknown,Unknown,Unknown,Unknown,0,79.88,1.6000000000000014,0,0,1,Normal,0,0,1,Wet,0,1,0,-202.77,0,Low,0,0.07808142777467932,20.506,32.694,-49.13666666666668,0
tomato irrigation dataset,external,tomato,18.98,70.9,259.93,3.54,2.96,Unknown,Unknown,Unknown,Unknown,0,66.164,-6.02,0,0,0,High,0,0,0,Wet,0,1,0,-133.11,0,Low,0,0.0727398152761277,11.89,26.07,-30.956666666666667,0
tomato irrigation dataset,external,tomato,29.51,76.61,152.51,6.34,1.6,Unknown,Unknown,Unknown,Unknown,0,85.11800000000001,4.510000000000002,0,0,1,High,0,0,0,Wet,0,1,0,-19.55,0,Low,0,0.19223503354830307,21.849000000000004,37.171,9.966666666666669,0
tomato irrigation dataset,external,tomato,27.15,91.84,351.38,6.31,2.97,Unknown,Unknown,Unknown,Unknown,0,80.87,2.1499999999999986,0,0,1,High,1,0,0,Wet,0,1,0,-226.4,0,Low,0,0.07704750553379874,17.965999999999998,36.334,-62.973333333333336,0
tomato irrigation dataset,external,tomato,28.17,73.46,323.82,5.08,2.28,Unknown,Unknown,Unknown,Unknown,0,82.706,3.1700000000000017,0,0,1,High,0,0,0,Wet,0,1,0,-190.67,0,Low,0,0.08672495535989164,20.824,35.516000000000005,-46.98,0
tomato irrigation dataset,external,tomato,25.52,70.1,545.63,6.89,3.67,Unknown,Unknown,Unknown,Unknown,0,77.936,0.5199999999999996,0,0,1,High,0,0,0,Wet,0,1,0,-413.25,0,Low,0,0.04668605821122149,18.509999999999998,32.53,-121.56333333333333,0
tomato irrigation dataset,external,tomato,19.55,79.99,156.66,5.36,1.64,Unknown,Unknown,Unknown,Unknown,0,67.19,-5.449999999999999,0,0,0,High,0,0,0,Wet,0,1,0,-33.02,0,Low,0,0.12400101484206522,11.551000000000002,27.549,0.81666666666667,0
tomato irrigation dataset,external,tomato,23.67,92.01,339.85,3.24,2.34,Unknown,Unknown,Unknown,Unknown,0,74.60600000000001,-1.3299999999999983,0,0,1,High,1,0,0,Wet,0,1,0,-217.72,0,Low,0,0.06944403696640751,14.469000000000001,32.871,-61.50666666666668,0
tomato irrigation dataset,external,tomato,23.68,85.85,318.61,4.54,1.31,Unknown,Unknown,Unknown,Unknown,0,74.624,-1.3200000000000003,0,0,1,High,1,0,0,Wet,0,1,0,-194.01,0,Low,0,0.07409029755013923,15.095,32.265,-52.366666666666674,0
tomato irrigation dataset,external,tomato,22.49,89.98,495.16,2.84,1.99,Unknown,Unknown,Unknown,Unknown,0,72.482,-2.5100000000000016,0,0,1,High,1,0,0,Wet,0,1,0,-373.16,0,Low,0,0.0453281199613028,13.491999999999997,31.488,-113.38666666666667,0
tomato irrigation dataset,external,tomato,18.42,66.38,634.99,6.3,3.34,Unknown,Unknown,Unknown,Unknown,0,65.156,-6.579999999999998,0,0,0,Normal,0,0,1,Wet,0,1,0,-506.81,0,Low,0,0.028962719539615406,11.782000000000002,25.058,-154.84333333333333,0
tomato irrigation dataset,external,tomato,28.32,64.4,202.93,3.08,2.51,Unknown,Unknown,Unknown,Unknown,0,82.976,3.3200000000000003,0,0,1,Normal,0,0,1,Wet,0,1,0,-66.03,0,Low,0,0.13887118128769677,21.88,34.760000000000005,-3.5633333333333375,0
tomato irrigation dataset,external,tomato,19.54,79.04,593.43,3.06,2.22,Unknown,Unknown,Unknown,Unknown,0,67.172,-5.460000000000001,0,0,0,High,0,0,0,Wet,0,1,0,-469.41,0,Low,0,0.032871826792052895,11.636,27.444,-144.46333333333334,0
tomato irrigation dataset,external,tomato,26.49,84.41,473.64,6.83,2.39,Unknown,Unknown,Unknown,Unknown,0,79.682,1.4899999999999984,0,0,1,High,1,0,0,Wet,0,1,0,-346.21,0,Low,0,0.05581071970335412,18.049,34.931,-101.69,0
tomato irrigation dataset,external,tomato,27.85,93.42,136.96,3.45,1.15,Unknown,Unknown,Unknown,Unknown,0,82.13,2.8500000000000014,0,0,1,High,1,0,0,Wet,0,1,0,-12.05,0,Low,0,0.20187010727747173,18.508000000000003,37.192,8.439999999999998,0
tomato irrigation dataset,external,tomato,26.89,73.0,564.8,6.11,3.59,Unknown,Unknown,Unknown,Unknown,0,80.402,1.8900000000000006,0,0,1,High,0,0,0,Wet,0,1,0,-432.49,0,Low,0,0.04752562743018735,19.59,34.19,-128.00666666666666,0
tomato irrigation dataset,external,tomato,31.43,72.13,431.86,2.51,1.28,Unknown,Unknown,Unknown,Unknown,0,88.574,6.43,1,0,0,High,0,0,0,Wet,0,1,0,-295.57,0,Low,0,0.0726100817816384,24.217,38.643,-80.37666666666667,0
tomato irrigation dataset,external,tomato,19.45,78.05,583.96,3.48,4.18,Unknown,Unknown,Unknown,Unknown,0,67.00999999999999,-5.550000000000001,0,0,0,High,0,0,0,Wet,0,1,0,-459.62,0,Low,0,0.03325013676148796,11.645,27.255,-141.03666666666666,0
tomato irrigation dataset,external,tomato,30.14,83.97,357.14,3.87,2.79,Unknown,Unknown,Unknown,Unknown,0,86.252,5.140000000000001,1,0,0,High,1,0,0,Wet,0,1,0,-226.62,0,Low,0,0.08415703356229408,21.743000000000002,38.537,-60.276666666666664,0
tomato irrigation dataset,external,tomato,18.41,79.81,505.99,5.49,3.78,Unknown,Unknown,Unknown,Unknown,0,65.138,-6.59,0,0,0,High,0,0,0,Wet,0,1,0,-383.19,0,Low,0,0.03631235330085406,10.429,26.391000000000002,-116.32666666666667,0
tomato irrigation dataset,external,tomato,25.49,85.31,235.31,3.86,1.08,Unknown,Unknown,Unknown,Unknown,0,77.882,0.48999999999999844,0,0,1,High,1,0,0,Wet,0,1,0,-109.04,0,Low,0,0.10786678515509288,16.958999999999996,34.021,-23.21333333333334,0
tomato irrigation dataset,external,tomato,23.66,73.31,231.27,3.01,3.02,Unknown,Unknown,Unknown,Unknown,0,74.588,-1.3399999999999999,0,0,1,High,0,0,0,Wet,0,1,0,-101.67,0,Low,0,0.10186420975588754,16.329,30.991,-19.086666666666673,0
tomato irrigation dataset,external,tomato,25.34,90.18,317.35,3.82,1.36,Unknown,Unknown,Unknown,Unknown,0,77.612,0.33999999999999986,0,0,1,High,1,0,0,Wet,0,1,0,-193.15,0,Low,0,0.07959792681011464,16.322,34.358000000000004,-52.28333333333334,0
tomato irrigation dataset,external,tomato,23.11,66.4,421.28,6.88,3.94,Unknown,Unknown,Unknown,Unknown,0,73.598,-1.8900000000000006,0,0,1,Normal,0,0,1,Wet,0,1,0,-289.35,0,Low,0,0.054726721606517,16.47,29.75,-80.48666666666666,0
tomato irrigation dataset,external,tomato,20.67,71.06,535.59,6.44,2.19,Unknown,Unknown,Unknown,Unknown,0,69.206,-4.329999999999998,0,0,1,High,0,0,0,Wet,0,1,0,-407.48,0,Low,0,0.038521030954732666,13.564000000000002,27.776000000000003,-121.77000000000002,0
tomato irrigation dataset,external,tomato,18.27,87.08,506.75,5.01,1.91,Unknown,Unknown,Unknown,Unknown,0,64.886,-6.73,0,0,0,High,1,0,0,Wet,0,1,0,-386.97,0,Low,0,0.03598227474150665,9.562,26.978,-119.09666666666668,0
tomato irrigation dataset,external,tomato,25.25,71.75,596.38,2.74,1.44,Unknown,Unknown,Unknown,Unknown,0,77.45,0.25,0,0,1,High,0,0,0,Wet,0,1,0,-464.88,0,Low,0,0.04226790317720714,18.075,32.425,-139.21,0
tomato irrigation dataset,external,tomato,29.8,83.39,367.31,6.49,1.36,Unknown,Unknown,Unknown,Unknown,0,85.64,4.800000000000001,0,0,1,High,1,0,0,Wet,0,1,0,-236.83,0,Low,0,0.08091010290244631,21.461,38.139,-63.699999999999996,0
tomato irrigation dataset,external,tomato,23.23,70.07,649.27,5.14,3.69,Unknown,Unknown,Unknown,Unknown,0,73.814,-1.7699999999999996,0,0,1,High,0,0,0,Wet,0,1,0,-518.71,0,Low,0,0.035723622495271196,16.223,30.237000000000002,-157.62666666666667,0
tomato irrigation dataset,external,tomato,21.12,66.55,183.32,4.97,1.53,Unknown,Unknown,Unknown,Unknown,0,70.016,-3.879999999999999,0,0,1,Normal,0,0,1,Wet,0,1,0,-53.04,0,Low,0,0.11458333333333334,14.465000000000002,27.775000000000002,-2.5433333333333317,0
tomato irrigation dataset,external,tomato,19.13,70.53,228.58,4.43,2.25,Unknown,Unknown,Unknown,Unknown,0,66.434,-5.870000000000001,0,0,0,High,0,0,0,Wet,0,1,0,-101.49,0,Low,0,0.08332607369979962,12.076999999999998,26.183,-20.283333333333342,0
tomato irrigation dataset,external,tomato,19.19,91.04,516.56,5.82,4.08,Unknown,Unknown,Unknown,Unknown,0,66.542,-5.809999999999999,0,0,0,High,1,0,0,Wet,0,1,0,-397.62,0,Low,0,0.03707782672540382,10.086,28.294000000000004,-123.07333333333332,0
tomato irrigation dataset,external,tomato,21.1,76.13,267.19,4.31,2.12,Unknown,Unknown,Unknown,Unknown,0,69.98,-3.8999999999999986,0,0,1,High,0,0,0,Wet,0,1,0,-140.76,0,Low,0,0.07867556583019501,13.487000000000002,28.713,-33.70666666666666,0
tomato irrigation dataset,external,tomato,19.4,67.89,215.46,2.23,1.72,Unknown,Unknown,Unknown,Unknown,0,66.92,-5.600000000000001,0,0,0,Normal,0,0,1,Wet,0,1,0,-87.1,0,Low,0,0.08962394899750531,12.610999999999999,26.189,-14.850000000000003,0
tomato irrigation dataset,external,tomato,21.71,71.25,634.17,2.19,2.86,Unknown,Unknown,Unknown,Unknown,0,71.078,-3.289999999999999,0,0,1,High,0,0,0,Wet,0,1,0,-505.3,0,Low,0,0.034179825873388234,14.585,28.835,-153.99999999999997,0
tomato irrigation dataset,external,tomato,18.93,60.1,159.67,6.67,2.57,Unknown,Unknown,Unknown,Unknown,0,66.074,-6.07,0,0,0,Normal,0,0,1,Wet,0,1,0,-28.57,0,Low,0,0.11781913238314559,12.92,24.94,6.030000000000001,0
tomato irrigation dataset,external,tomato,18.92,86.45,695.05,6.38,2.01,Unknown,Unknown,Unknown,Unknown,0,66.05600000000001,-6.079999999999998,0,0,0,High,1,0,0,Wet,0,1,0,-574.49,0,Low,0,0.02718195531930178,10.275000000000002,27.565000000000005,-181.22,0
tomato irrigation dataset,external,tomato,29.99,67.9,620.3,3.85,3.8,Unknown,Unknown,Unknown,Unknown,0,85.982,4.989999999999998,0,0,1,Normal,0,0,1,Wet,0,1,0,-483.47,0,Low,0,0.048269756961210365,23.199999999999996,36.78,-142.73999999999998,0
tomato irrigation dataset,external,tomato,20.27,80.93,623.59,3.01,2.48,Unknown,Unknown,Unknown,Unknown,0,68.486,-4.73,0,0,1,High,1,0,0,Wet,0,1,0,-499.75,0,Low,0,0.03245328935781873,12.177,28.363,-154.66,0
tomato irrigation dataset,external,tomato,25.84,60.88,484.65,6.07,3.35,Unknown,Unknown,Unknown,Unknown,0,78.512,0.8399999999999999,0,0,1,Normal,0,0,1,Wet,0,1,0,-348.33,0,Low,0,0.05320704210851437,19.752,31.928,-97.94999999999999,0
tomato irrigation dataset,external,tomato,28.83,89.21,250.42,5.65,2.28,Unknown,Unknown,Unknown,Unknown,0,83.89399999999999,3.8299999999999983,0,0,1,High,1,0,0,Wet,0,1,0,-123.04,0,Low,0,0.1146686818868825,19.909,37.751,-27.323333333333327,0
tomato irrigation dataset,external,tomato,24.39,66.56,582.89,3.97,2.2,Unknown,Unknown,Unknown,Unknown,0,75.902,-0.6099999999999994,0,0,1,Normal,0,0,1,Wet,0,1,0,-450.0,0,Low,0,0.04177156656219493,17.734,31.046,-133.55666666666664,0
